key	files	bytes	chars	tokens	gaiji	jp	ko
05714655d8	1	6	3		0	ジェム	젬
16329d8cfe	1	6	3		0	賢さ　	지혜　
16bf0e4d5c	1	6	3		0	女の子	여자애
1837c4f1eb	1	6	3		0	タタラ	타타라
1bfb421df2	1	6	3		0	竜の牙	용이빨
1ee2073319	1	6	3		0	虎の爪	범발톱
2a1b7a8e28	1	6	3		0	気合い	기합
2ffd723c5a	1	6	3		0	竜の技	용기술
34e339213d	1	6	3		0	槌の技	망치술
44eb36e715	1	6	3		0	セーブ	저장
46849ab56c	1	6	3		0	愛の力	사랑힘
48d048d66c	1	6	3		0	槍の技	창기술
48e3ef69ac	1	6	3		0	熊の技	곰기술
4c9e132663	1	6	3		0	マーサ	마사
4dfbaadd12	1	6	3		0	女の人	여자
5a5eedd34e	1	6	3		0	ミュウ	뮤
67bd7185b6	1	6	3		0	キング	킹
69744e0247	1	6	3		0	ナズナ	나즈나
6c74991954	1	6	3		0	弓の技	활기술
7bb3b659e9	1	6	3		0	速さ　	속도　
7f3ec03176	1	6	3		0	つかむ	잡는다
8080b94b09	1	6	3		0	黒の書	검은책
912cab5b13	1	6	3		0	くない	쿠나이
9142a3a9e2	1	6	3		0	くぐつ	쿠구츠
92cb2b2fb2	1	6	3		0	毒の水	독의물
99739dae73	1	6	3		0	剣の技	검기술
99db7d63e1	1	6	3		0	命の薬	생명약
a23182fc8b	1	6	3		0	男の子	남자애
a6ad45f34b	1	6	3		0	カムイ	카무이
af605a7c13	1	6	3		0	刀の技	도기술
b044acf565	1	6	3		0	マミー	미이라
b3eea55957	1	6	3		0	パール	펄
be3f7ba7e6	1	6	3		0	オビス	오비스
c4b862ff66	1	6	3		0	男の人	남자
d74a482b47	1	6	3		0	雄叫び	함성
d88cb76ed7	1	6	3		0	ミック	믹
e1e4a26bd1	1	6	3		0	兎の足	토끼발
e48539f691	1	6	3		0	アスカ	아스카
ee136c125a	1	6	3		0	トーガ	토가
f78d495fa7	1	6	3		0	鳥の技	새기술
fe22aa8321	1	6	3		0	ロード	로드
04ad3df9a7	2	4	2		0	賢さ	지혜
31fbad94f9	1	4	2		0	ワカ	와카
3ed3df49e3	1	4	2		0	速い	빠름
5b58c8f9de	1	4	2		0	重い	묵직
7529d89715	1	4	2		0	話す	말함
75be44f002	1	4	2		0	斬る	벤다
a086238ec9	1	4	2		0	グル	구루
aa6f383e20	2	4	2		0	速さ	속도
afddd8e66c	1	4	2		0	シン	신
bd9fb01ffb	1	4	2		0	なし	없음
c5225ec69b	1	4	2		0	投げ	던짐
f8dda91984	1	4	2		0	遅い	느림
4a2d39ea03	1	6	3		0	攻撃力	공격력
0c9582c0ab	1	6	3		0	防御力	방어력
94b9741938	1	6	3		0	行動力	행동력
abf35a00b6	1	6	3		0	必殺率	필살률
0308bfcb82	1	6	3		0	命中率	명중률
9efdfe2a4a	1	6	3		0	抗魔力	저항력
79f9b89111	1	6	3		0	属性　	속성　
7f42a37cc9	1	6	3		0	耐性　	내성　
e934953ce0	1	4	2		0	装備	장비
e3301aacb3	1	6	4		0	属性: 	속성: 
3d5b4bc6aa	1	7	5		0	射程:  	거리:
1a969843de	1	6	3		0	技情報	정보
655d80f1ea	1	6	3		0	弱点：	약점：
75e3649eec	1	6	3		0	耐性：	내성：
ee87728ece	1	4	2		0	無敵	무적
f2368a6743	1	12	6		0	　　決定　　	　　결정　　
682f3f007a	1	4	2		0	普通	보통
c93451458a	1	4	2		0	最速	최속
a8c950107b	1	6	3		0	登坂力	등반력
1d3f0240ee	1	4	2		0	極小	극소
6ba17a2727	1	4	2		0	獣人	수인
6facf262f7	1	4	2		0	爆弾	폭탄
1bd0624bf4	1	4	2		0	幸運	행운
3fde9ab010	1	4	2		0	登坂	등반
2d9c2355ab	1	4	2		0	忍道	인술
bcdcfe7061	1	4	2		0	体術	체술
2f56267e0e	1	6	3		0	特殊技	특수기
15da8eb180	1	4	2		0	砲術	포술
956cb9040a	1	6	3		0	酒攻撃	술공격
05e0e6c8ed	1	6	3		0	透明化	투명화
e2026165d4	1	4	2		0	回復	회복
e5beb3ed1e	1	5	3		0	属性 	속성 
ce6a151b88	1	5	3		0	耐性 	내성 
407983338a	1	6	3		0	火：風	화：풍
b758b0c68b	1	6	3		0	風：雷	풍：뢰
a1f660e6a4	1	6	3		0	雷：水	뢰：수
9add701f05	1	6	3		0	水：地	수：지
352bf08aa5	1	6	3		0	地：火	지：화
4dfc140719	1	6	3		0	光：闇	광：암
5ec39029d9	1	6	3		0	闇：霊	암：령
15de60b707	1	6	3		0	霊：精	령：정
f256fa8742	1	6	3		0	精：星	정：성
fed13ad6ba	1	6	3		0	星：光	성：광
7cadc84a83	1	6	3		0	攻：魔	공：마
19d77ed7af	1	6	3		0	未登録	미등록
e05364da33	1	4	2		0	味方	아군
9524d10c28	1	4	2		0	水上	수상
307ad0d2b4	1	10	5		0	退却　　　	후퇴　　　
f8e17f81b5	1	4	2		0	敵数	적수
b1b61b1045	1	6	3		0	所持金	소지금
88e17e7946	1	6	3		0	裏影斬	이영참
e642d4696c	1	6	3		0	雷神斬	뇌신참
dc79d4cea9	1	6	3		0	円空斬	원공참
8bc66a2efe	1	6	3		0	鳳凰剣	봉황검
d1e1b21d74	1	4	2		0	山嵐	산람
d4ad93ee8a	1	6	3		0	烈光斬	열광참
675db3d42e	1	6	3		0	烈風斬	열풍참
37e718f540	1	6	3		0	地裂拳	지열권
c6a4bf72b3	1	6	3		0	風神拳	풍신권
31773c98ea	1	6	3		0	轟鳴斬	굉명참
f6d3f8f532	1	4	2		0	上昇	상승
3f75feefda	1	4	2		0	下降	하강
f3cb420e9b	1	6	3		0	竜変化	용변화
edc200c564	1	6	3		0	噴射砲	분사포
f153da1860	1	6	3		0	火炎銃	화염총
bbc82f9a38	1	4	2		0	小筒	소통
b441582c56	1	4	2		0	大筒	대통
820c0cb170	1	6	3		0	火炎砲	화염포
b1dc0ce136	1	6	3		0	凍結砲	동결포
dc21a472a3	1	4	2		0	祝砲	축포
17967b8dc5	1	6	3		0	炎呪文	염주문
4c514630b4	1	6	3		0	氷呪文	빙주문
2c205189ef	1	6	3		0	風呪文	풍주문
5390d8dacc	1	6	3		0	雷呪文	뇌주문
38133da536	1	6	3		0	穏形法	은형법
4136a43d55	1	4	2		0	電撃	전격
fee66b3ea4	1	6	3		0	反魂法	반혼법
2ddbfb73f4	1	6	3		0	溶解液	용해액
80a2d344d6	1	6	3		0	自爆陣	자폭진
bee8929fdc	1	4	2		0	防御	방어
79b60f3fa7	1	4	2		0	休息	휴식
dddd21828a	1	4	2		0	瞑想	명상
7419c63d26	1	4	2		0	練気	연기
ef4ffb01ee	1	6	3		0	地龍波	지룡파
40dec59eea	1	4	2		0	魅了	매료
4eb3149fe3	1	6	3		0	技融合	기융합
3cff3c15d4	1	6	3		0	回復薬	회복약
eeb6ce9136	1	6	3		0	餓鬼玉	아귀옥
c39f9904ff	1	6	3		0	漬物石	누름돌
af3c05bd0c	1	6	3		0	忍者刀	닌자도
64c4f32814	1	4	2		0	虎徹	호철
7033bb0ca1	1	4	2		0	村柾	촌정
df95a404f2	1	6	3		0	雷神刀	뇌신도
8cb2e5e0a7	1	6	3		0	夢幻刀	몽환도
3d2d17a407	1	6	3		0	降魔刀	항마도
a0cebb0aaf	1	6	3		0	暗黒刀	암흑도
4edff3ac0c	1	6	3		0	虚空刀	허공도
2e3da37074	1	6	3		0	聖竜刀	성룡도
6b8f4977be	1	6	3		0	哲学書	철학서
c4846b8133	1	6	3		0	魔導書	마도서
6b78199ce9	1	6	3		0	格闘書	격투서
58b7fd1e36	1	6	3		0	桜吹雪	벚꽃비
4461beccd3	1	4	2		0	法衣	법의
86a8f43405	1	6	3		0	聖法衣	성법의
ce2070a75f	1	4	2		0	鉄拳	철권
199953f810	1	4	2		0	下忍	게닌
0c4199beae	1	4	2		0	上忍	조닌
160da2566f	1	6	3		0	破戒僧	파계승
b5f47d5652	1	6	3		0	魔導士	마도사
ed9b855de7	1	4	2		0	弓兵	궁병
975ecc1b91	1	6	3		0	重歩兵	중보병
c25f9e05ad	1	4	2		0	風鬼	풍귀
1806e0edbb	1	4	2		0	河童	갓파
59fcfa339f	1	4	2		0	天狗	덴구
a18ca2f9b3	1	4	2		0	怒鬼	노귀
fe772a6429	1	4	2		0	餓鬼	아귀
e82b5d9f25	1	4	2		0	鋼鬼	강귀
9f9fc3a15d	1	6	3		0	爆弾君	폭탄군
04d7b579a4	1	4	2		0	予備	예비
33c2ca9bc7	1	6	3		0	機装兵	기장병
7ca73dc78c	1	6	3		0	親衛隊	친위대
21357bbbb3	1	4	2		0	使徒	사도
3365ff6358	1	6	3		0	屍道士	시도사
371e27301c	1	6	3		0	重装兵	중장병
f81a2113da	1	6	3		0	強弓兵	강궁병
b93421f462	1	4	2		0	忍頭	두령
c38923356b	1	4	2		0	神像	신상
82138adf02	1	4	2		0	館長	관장
9ef5696bb0	1	4	2		0	商船	상선
4c414da421	1	4	2		0	子供	아이
b06c52c88b	1	6	3		0	操演用	연출용
f1427ad39e	1	4	2		0	退却	후퇴
6907ec30b3	1	4	2		0	日記	일기
8acdcf6dc5	1	11	9		0	ﾊﾟﾜｰ: 賢さ+	파워: 지혜+
35c6c5c924	1	17	14		0	ﾊﾟﾜｰ: 攻撃力+   %	파워: 공격력+   %
f5ccb7b804	1	13	9		0	投げるｱｲﾃﾑは?	던질 아이템?
4a70401a92	1	15	10		0	ﾎﾞﾀﾝ]装備しない	버튼]장비안함
8f56f86762	1	35	18		0	｣はこれ以上持てません。売りますか？	｣는 더 못 듭니다。파시겠습니까？
153e4ad041	1	12	6		0	テストマップ	테스트맵
0544ad9225	1	8	4		0	技テスト	기술시험
6fafd3a9fc	1	23	12		0	ヤマタイ ワールドマップ	야마타이 월드맵
e9e6327fe3	1	8	4		0	西の関所	서쪽관문
21deec79ce	1	8	4		0	東の関所	동쪽관문
2aca150d07	1	8	4		0	隠し金山	숨은금산
fb77b8d793	1	8	4		0	イガの里	이가마을
321ac25a27	1	21	11		0	イガの里 エピローグ用	이가마을 에필로그용
0aeadf7cfc	1	10	5		0	イガの山道	이가산길
1b10df538d	1	8	4		0	ナズナ洞	나즈나동
665659ed6a	1	21	11		0	ナズナ洞 エピローグ用	나즈나동 에필로그용
6f9334ba4b	1	8	4		0	忍者屋敷	닌자저택
655f97a8ad	1	19	10		0	忍者屋敷 ボスルーム	닌자저택 보스룸
8271b9ce9e	1	8	4		0	五条の町	고죠마을
1605bb437e	1	21	11		0	五条の町 エピローグ用	고죠마을 에필로그용
bf6e276d07	1	16	8		0	ホウショウ院の牢	호쇼원 감옥
d3b119d493	1	12	6		0	ホウショウ院	호쇼원
bccd7eb191	1	12	6		0	ゴジョウ大橋	고죠대교
a03e73cd4f	1	12	6		0	カムイコタン	카무이코탄
6ce76ae428	1	25	13		0	カムイコタン エピローグ用	카무이코탄 에필로그용
ae32979367	1	20	10		0	カムイコタン前の広場	카무이코탄 앞 광장
4a08cb0860	1	16	8		0	ホウライ山の山道	호라이산 산길
790d80f57f	1	6	3		0	星陵郭	성릉곽
7bc2864b4f	1	6	3		0	結界洞	결계동
77388778f3	1	8	4		0	ゲテン城	게텐성
e048b218df	1	19	10		0	ゲテン城 ボスルーム	게텐성 보스룸
b676899827	1	21	11		0	ゲテン城 ゲートルーム	게텐성 게이트룸
8273a7314b	1	10	5		0	港町ヒガタ	항구히가타
ae4fec9ce1	1	8	4		0	おぼろ谷	오보로곡
10a77f55d5	1	12	6		0	クリカラの里	쿠리카라마을
100b1928b4	1	25	13		0	クリカラの里 エピローグ用	쿠리카라마을 에필로그용
dce48e550c	1	21	11		0	火薬工場 バトルマップ	화약공장 전투맵
8300491e4f	1	8	4		0	火薬工場	화약공장
52ccc1bb30	1	23	12		0	カダール ワールドマップ	카달 월드맵
39f0bfc796	1	12	6		0	港町ポポロン	항구포포론
9d88bf870a	1	20	10		0	アレクトリア大図書館	알렉트리아대도서관
14d249e485	1	33	17		0	アレクトリア大図書館 エピローグ用	알렉트리아대도서관 에필로그용
4c7d80b9c8	1	31	16		0	アレクトリア大図書館 地下閲覧室	알렉트리아대도서관 지하열람실
1a484a93a7	1	29	15		0	アレクトリア大図書館 地下通路	알렉트리아대도서관 지하통로
d2dbc0f027	1	8	4		0	死の砂漠	죽음사막
fd098f0b6b	1	18	9		0	イシスのピラミッド	이시스 피라미드
86ba778bac	1	20	10		0	ドリーム・ラビリンス	드림 래버린스
572ef4f871	1	14	7		0	グラビティの町	그래비티마을
ecf7fb0c0c	1	8	4		0	海底神殿	해저신전
2c6336e4c7	1	16	8		0	ハイランドの山道	하이랜드 산길
54d55bc4db	1	14	7		0	ハイランドの町	하이랜드마을
02ad9db1e8	1	27	14		0	ハイランドの町 エピローグ用	하이랜드마을 에필로그용
f6cddb1cbd	1	14	7		0	七人委員会の塔	７인위원회탑
5264739d7f	1	21	11		0	七人委員会の塔 監禁室	７인위원회탑 감금실
7f8f4d08aa	1	27	14		0	七人委員会の塔 ゲートルーム	７인위원회탑 게이트룸
c356068733	1	25	13		0	七人委員会の塔 ボスルーム	７인위원회탑 보스룸
13ec500059	1	6	3		0	練習場	연습장
56694ae7d6	1	14	7		0	西方の森林地帯	서방 삼림지대
f7feadc1bd	1	14	7		0	東方の森林地帯	동방 삼림지대
e66a543ea7	1	12	6		0	港町オルトマ	항구오르트마
ee944859ab	1	25	13		0	港町オルトマ エピローグ用	항구오르트마 에필로그용
a150ddac85	1	8	4		0	サモサ島	사모사섬
2f32d66830	1	16	8		0	サモサ島の鉱石場	사모사섬 광석장
fbca222650	1	8	4		0	次元の扉	차원의문
9f1eddb82a	1	21	11		0	次元の扉 エピローグ用	차원의문 에필로그용
026261fa17	1	29	15		0	次元の扉 ７人委員会ＶＳルゥナ	차원의문 ７인위원회ＶＳ루나
89b897793e	1	8	4		0	次元の道	차원의길
291ba37553	1	20	10		0	クィーンズハートの町	퀸즈하트마을
f56fdec661	1	33	17		0	クィーンズハートの町 エピローグ用	퀸즈하트마을 에필로그용
fd9631c948	1	16	8		0	ラグロスの塔１Ｆ	라그로스탑１Ｆ
9f2278f130	1	23	12		0	ラグロスの塔 ボスルーム	라그로스탑 보스룸
7b23f82d75	1	25	13		0	ラグロスの塔 ゲートルーム	라그로스탑 게이트룸
4d33d33704	1	10	5		0	大地の叫び	대지의외침
1f439aabfd	1	10	5		0	コルベの村	코르베마을
ace74f0648	1	8	4		0	古代遺跡	고대유적
f86f5ef85d	1	10	5		0	ザルマの町	자르마마을
86eb87447d	1	18	9		0	イクシーズ墜落地点	익시즈 추락지점
bebd17dc16	1	17	9		0	ドラグーン城 １Ｆ	드래군성 １Ｆ
04156ad6df	1	19	10		0	ドラグーン城 Ｂ１Ｆ	드래군성 Ｂ１Ｆ
2abd5f435d	1	17	9		0	ドラグーン城 ２Ｆ	드래군성 ２Ｆ
57fd1e2e3e	1	27	14		0	カカルクラン ワールドマップ	카카루크란 월드맵
1d85832824	1	18	9		0	カオスの祭壇への道	카오스 제단 가는길
1d658626ca	1	12	6		0	カオスの祭壇	카오스제단
bf0fd6bc0b	1	12	6		0	魔法球の戦場	마법구전장
44c8258989	1	17	9		0	リグロード　 国境	리그로드　 국경
09333e0b13	1	16	8		0	リグロード　国境	리그로드　국경
c67278d8a8	1	8	4		0	闘乱の町	투란마을
88f74ac43f	1	12	6		0	バトラムの町	바트람마을
d102154512	1	19	10		0	試練の迷宮Ｇ Ｂ１Ｆ	시련미궁Ｇ Ｂ１Ｆ
077721fd8e	1	19	10		0	試練の迷宮Ｇ Ｂ２Ｆ	시련미궁Ｇ Ｂ２Ｆ
1107aa5850	1	19	10		0	試練の迷宮Ｇ Ｂ３Ｆ	시련미궁Ｇ Ｂ３Ｆ
e9da407ec3	1	19	10		0	試練の迷宮Ｇ Ｂ４Ｆ	시련미궁Ｇ Ｂ４Ｆ
060ffc57fa	1	19	10		0	試練の迷宮Ｇ Ｂ５Ｆ	시련미궁Ｇ Ｂ５Ｆ
6004587f70	1	6	3		0	闘技場	투기장
d406c75990	1	9	7		0	回復(ﾎﾞﾂ)	회복(폐)
ea5931386b	1	13	8		0	耐性 眠･操･乱	내성 잠･조･란
4530cce1df	1	23	12		0	｣が使えるようになった！	｣를 쓸 수 있게 됐다！
3278ab8516	1	17	9		0	うん！　この技を｢	응！　이 기술을 ｢
9ca931455c	1	19	10		0	そうだ！　この技を｢	그래！　이 기술을 ｢
eef1ba2a53	1	21	11		0	よっしゃ！　この技を｢	좋았어！　이 기술을 ｢
48ae10dd4b	1	21	11		0	そうなの！　この技を｢	그렇네！　이 기술을 ｢
f832e5e28b	1	17	9		0	うむ！　この技を｢	음！　이 기술을 ｢
e52c196106	1	21	11		0	そうでし！　この技を｢	그렇데！　이 기술을 ｢
9633a77c96	1	23	12		0	そうですわ！　この技を｢	그렇지요！　이 기술을 ｢
c524be4c66	1	23	12		0	そうだ～ゼ！　この技を｢	그래～！　이 기술을 ｢
0d058e77df	1	17	9		0	されば。この技を｢	그럼。이 기술을 ｢
e2bcc11016	1	17	9		0	｣と、名付けよう！	｣라 이름짓자！
2664d0a569	1	17	9		0	｣と、名付けよう。	｣라 이름짓자。
ec3fcd6d0b	1	17	9		0	｣と、名付けるゼ！	｣라 이름짓겠어！
62eedc0169	1	21	11		0	｣と名付けるの、なの！	｣라 이름지을래！
a0e63c34be	1	23	12		0	｣と、名付けちゃおっと。	｣라 이름지어야지。
418a00713c	1	23	12		0	｣と、名付けるとしよう。	｣라 이름짓기로 하자。
4d259836c3	1	19	10		0	｣と、名付けるでし！	｣라 이름짓겠데！
093c0f45a9	1	19	10		0	｣と名付けましてよ。	｣라 이름짓겠어요。
0939477159	1	19	10		0	｣と名付ける～ゼ～！	｣라 이름짓자～！
3ba2ffc716	1	23	12		0	｣と、名付けましょうぞ！	｣라 이름짓도록 하지！
5abdb0077f	1	17	13		0	:ﾏｯﾌﾟﾁｪｯｸから出る	:맵체크 나가기
0c2a999bfb	1	19	14		0	:ﾒｲﾝﾒﾆｭｰ/情報表示　	:메인메뉴/정보표시
45e69d74b6	1	8	6		0	 ｷｬﾗ切換	캐릭전환
5acde306f2	1	19	10		0	とりあえずこの技を｢	일단 이 기술을 ｢
2b301b70e2	1	8	6		0	ｱｲﾃﾑ盗む	물건훔침
39fe29cff5	1	8	5		0	死神のｶﾏ	사신의낫
386835f22d	1	8	5		0	癒しのﾏｳ	치유마우
d4dd1e17dd	1	8	6		0	ﾊﾟﾜｰ吸収	파워흡수
b2b8694691	1	9	7		0	魔法ｼｰﾙﾄﾞ	마법실드
028eaf0565	1	9	7		0	保護ｼｰﾙﾄﾞ	보호실드
5a30f62bae	1	9	7		0	回復ｼｰﾙﾄﾞ	회복실드
7984b9ec5c	1	12	9		0	ボツ！ﾌﾞﾛｯｸ2	폐기！블록2
b508dfd6ca	1	15	8		0	身代{ﾜﾘﾉ}符	대역의 부적
be1dfbbac9	1	21	8		0	風のﾒﾀﾞﾘｵﾝ	바람의 메달리온
c125ac1766	1	9	6		0	ﾀｶｵの手紙	타카오 글
04f41c2e06	1	9	6		0	ｱｹﾐの手紙	아케미 글
cfc39082e7	1	8	6		0	光のﾃｨｱﾗ	빛티아라
ec3e36061d	1	10	7		0	危ないﾄﾞﾚｽ	위험드레스
92164a9d5f	1	10	8		0	魔星ｸﾞﾛｰﾌﾞ	마성글러브
dfa6c2e771	1	4	4		0	ｱｯﾌﾟ	상승
94de8f4f36	1	4	4		0	ﾀﾞｳﾝ	하락
41ae6bb017	1	4	4		0	ｼﾞｪﾑ	젬
7b18b46154	1	8	7		0	(1ﾀｰﾝ毎)	(1턴당)
2f0056d875	1	12	12		0	ﾘｸﾞ2        	리그2       
a2eb734cec	1	10	10		0	ｽﾃｰﾀｽ(ﾎﾞﾂ)	상태(폐)
fddd40cffe	1	7	6		0	運{ﾉﾖｻ}	행운
a22afb1733	1	5	5		0	ﾎﾟｲﾝﾄ	점수
ede117bf63	1	9	9		0	:ｼｽﾃﾑﾒﾆｭｰ	:시스템
c9baf4f869	1	9	9		0	 ﾏｯﾌﾟﾁｪｯｸ	 맵체크
01e6e92b1e	1	14	5		0	ｽﾄﾗｲｸ	스트라이크
3df23ce155	1	14	9		0	ﾍﾋﾞｰｽﾄﾗｲｸ	헤비스트라이크
eaa347729e	1	14	6		0	Jｽﾄﾗｲｸ	J스트라이크
c4d5ec2862	1	14	5		0	ｽﾗｯｼｭ	슬래시
2d752d421c	1	8	8		0	ﾒｶﾞｽﾗｯｼｭ	강력베기
b5cd4ee102	1	8	8		0	ｱｲｽｽﾗｯｼｭ	빙결베기
16214504e0	1	14	6		0	ﾄﾞﾗｲﾌﾞ	드라이브
e4abf753b2	1	14	10		0	ﾋﾞｰﾄﾄﾞﾗｲﾌﾞ	비트드라이브
b81f068fca	1	14	10		0	ｼｬｲﾝﾄﾞﾗｲﾌﾞ	샤인드라이브
cae2af1d8d	1	14	5		0	ｸﾗｯｼｭ	크래시
1ae01c0afc	1	8	8		0	ｿｳﾙｸﾗｯｼｭ	영혼격돌
de1e97fcf1	1	14	9		0	ﾊｰﾄﾞｸﾗｯｼｭ	하드크래시
16024b27c3	1	14	9		0	ﾊﾞｽﾀｸﾗｯｼｭ	버스터크래시
b431509c43	1	14	8		0	ｿｰﾄﾞﾗｯｼｭ	소드러시
0bdb884072	1	14	10		0	ﾋﾞｰｽﾄﾀﾞｲﾌﾞ	비스트다이브
269173c9c8	1	14	10		0	ﾊﾟﾆｯｸﾀﾞｲﾌﾞ	패닉다이브
146057e4dd	1	8	8		0	ﾋｰﾙﾀﾞｲﾌﾞ	치유강습
ee863a7f2c	1	14	10		0	ﾊﾞｰｽﾄﾀﾞｲﾌﾞ	버스트다이브
c259419467	1	14	9		0	ﾎｰﾘｰﾀﾞｲﾌﾞ	홀리다이브
68da36c745	1	14	8		0	ｽﾙｰﾀﾞｲﾌﾞ	스루다이브
3357837f13	1	9	9		0	ｳｨﾝﾄﾞｶｯﾀｰ	윈드커터
66e49ba9e5	1	14	11		0	ﾄﾞﾗｺﾞﾝﾀﾞｲﾌﾞ	드래곤다이브
e553cf648f	1	14	10		0	ﾄﾞﾗｺﾞﾝﾌﾞﾚｽ	드래곤브레스
5fca79145a	1	14	7		0	ﾃﾞｽﾌﾞﾚｽ	데스브레스
da215323cf	1	14	7		0	ｱｰｸﾌﾞﾚｽ	아크브레스
d558e11f1b	1	4	4		0	ｽﾄｰﾑ	폭풍
6cb59eb7ec	1	8	8		0	ｽﾓｰﾙﾎﾞｲｽ	작은소리
abb0e37736	1	8	8		0	ﾌｧｲｱｽﾄｰﾑ	화염폭풍
250752260a	1	14	7		0	ﾘﾄﾙｽﾄｰﾑ	리틀스톰
762c33a7e5	1	14	7		0	ｱﾛｰｼｮｯﾄ	애로우샷
aa0c6ceacd	1	14	9		0	ｲﾅｽﾞﾏｼｮｯﾄ	이나즈마샷
f703328b3d	1	8	8		0	ﾛﾝｸﾞｼｮｯﾄ	롱샷
57286634d5	1	14	9		0	ｽﾊﾟｲﾗﾙｱﾛｰ	스파이럴애로우
b0a9127dd8	1	14	7		0	ｵﾒｶﾞｱﾛｰ	오메가애로우
48c28c0d5f	1	7	7		0	ﾏﾙﾁｼｮｯﾄ	멀티샷
6867f0f921	1	6	6		0	ﾏﾙﾁｱﾛｰ	연속샷
a50a73d269	1	14	7		0	ﾎｰﾘｰｱﾛｰ	홀리애로우
eb94e984f5	1	14	9		0	ﾊﾞｰｽﾄｼｮｯﾄ	버스트샷
0559b79bc3	1	8	8		0	ｸｪｲｸｼｮｯﾄ	진동사격
b35f869daf	1	9	9		0	ﾗﾝﾀﾞﾑｼｮｯﾄ	랜덤샷
c9ecd6fb24	1	4	4		0	ﾊﾟﾝﾁ	주먹
134c8eab98	1	14	5		0	ｷﾙｸﾛｰ	킬클로
e16847914d	1	8	8		0	ｻﾝﾀﾞｰｸﾛｰ	번개발톱
b18dd15cde	1	8	8		0	ｷﾗｰﾌｧﾝｸﾞ	킬러팽
51499715d4	1	6	6		0	ﾅｯﾂｽﾛｰ	너츠샷
830b25e2bb	1	14	5		0	ｽﾀﾝﾌﾟ	스탬프
0d48a53a42	1	14	7		0	ｷﾗｰﾊﾟﾝﾁ	킬러펀치
1e099a89b8	1	14	9		0	ﾜｲﾙﾄﾞﾊﾟﾝﾁ	와일드펀치
99757c9a77	1	6	6		0	ﾎﾞﾑｽﾛｰ	봄스로
3f79bf0a77	1	10	10		0	ﾀﾞｰｸｳｨｽﾊﾟｰ	다크위스퍼
b4c989ec8f	1	14	5		0	ｶｳﾝﾀｰ	카운터
94c10054ac	1	14	8		0	ﾌｧｲｱﾎﾞｰﾙ	파이어볼
bc3174d5ec	1	14	9		0	ﾌｧｲｱﾌﾞﾗｽﾄ	파이어블래스트
ed0eb030ed	1	14	8		0	ﾍﾙｽﾞﾌｧｲｱ	헬즈파이어
efb1bf6b66	1	14	5		0	ｻﾝﾀﾞｰ	썬더
7bc3f66191	1	14	10		0	ｻﾝﾀﾞｰﾌﾞﾗｽﾄ	썬더블래스트
fa3e99db4d	1	14	9		0	ｻﾝﾀﾞｰｽﾄｰﾑ	썬더스톰
e9c9112e9d	1	14	8		0	ﾌﾘｰｼﾞﾝｸﾞ	프리징
43653a63b2	1	14	10		0	ﾌﾘｰｽﾞﾌﾞﾗｽﾄ	프리즈블래스트
f787bc007f	1	14	9		0	ﾌﾘｰｽﾞｽﾄｰﾑ	프리즈스톰
41f92dcb70	1	8	8		0	ﾒﾃｵｽﾄﾗｲｸ	운석낙하
2005ac09eb	1	8	8		0	ﾃﾞｽ･ﾛﾝﾄﾞ	데스론도
1385e54dba	1	14	9		0	ﾌﾞﾗｯｸｻﾊﾞｽ	블랙사바스
fc73009ddd	1	14	6		0	ｽﾀｰﾗｲﾄ	스타라이트
c93256eb77	1	14	7		0	ﾀﾞｰｸﾏﾀｰ	다크매터
89539fc303	1	6	6		0	ﾗｸﾞﾅﾚｸ	라그나
b0f2643dce	1	14	10		0	ｴﾅｼﾞｰﾄﾞﾚｲﾝ	에너지드레인
e3b75bb22f	1	14	10		0	ﾏｼﾞｯｸﾄﾞﾚｲﾝ	매직드레인
414a11f8b0	1	14	7		0	ｻｸﾘﾌｧｲｽ	새크리파이스
7b7f3b661d	1	6	6		0	ｱｰｽﾓｰﾙ	어스몰
ee1e8627f3	1	6	6		0	ﾙｰｽﾓｰｱ	루스모
a496d06459	1	4	4		0	ｽﾓｰﾙ	스몰
b442a227a1	1	14	6		0	ｽﾄﾛﾝｸﾞ	스트롱
764c4213f1	1	14	5		0	ｽﾓｰﾗﾙ	스모랄
95cd8627e6	1	14	7		0	ｽﾄﾛﾝｸﾞﾙ	스트롱글
7127f115a5	1	14	8		0	ﾑｰﾌﾞｸｨｯｸ	무브퀵
6baa14c6c5	1	14	7		0	ﾑｰﾌﾞｽﾛｰ	무브슬로
a083660339	1	14	7		0	ｽｺｰﾌﾟｱｲ	스코프아이
b8a9fbe8dc	1	14	5		0	ﾌﾞﾛｯｸ	블록
5ed2dbe926	1	14	5		0	ﾌﾗｲｻｰ	플라이서
236709f79d	1	14	7		0	ｸﾞﾗﾋﾞﾄﾝ	그래비톤
36fe17d3ad	1	14	5		0	ｽﾘｰﾌﾟ	슬립
62a8442c62	1	8	8		0	ｿｳﾙﾌﾞﾚｲｸ	영혼파괴
4948fa493b	1	6	6		0	ｶｵｽｻｲﾄ	카오스
50c64ef397	1	14	7		0	ﾎｰﾘｰｷｭｱ	홀리큐어
cdf39734ab	1	14	9		0	ｷｭｱﾋｰﾘﾝｸﾞ	큐어힐링
670a3d1107	1	14	8		0	ﾘﾊﾞｰｽｷｭｱ	리버스큐어
