key	file	bytes	chars	tokens	jp
5555adbc5d	/WAZAHELP.MSG	54	27		火炎を伴う剣で敵を攻撃する技です。対空攻撃が可能です。
ea7a2e9cda	/WAZAHELP.MSG	54	27		ジャンプして敵を斬りつける技です。対空攻撃が可能です。
fc4fe2fe22	/WAZAHELP.MSG	44	22		剣を振るい、円形の衝撃波を発して攻撃します。
f450890f00	/WAZAHELP.MSG	54	27		剣先から強力な衝撃波を発生させ、円形に振り出す技です。
b7c500a4b5	/WAZAHELP.MSG	85	44		円形に凍てつく衝撃波を振るい攻撃します。1/4の確率で凍結させます。対空攻撃が可能です。
a8879ddf13	/WAZAHELP.MSG	60	30		舞うような剣さばきで敵を攻撃する技です。対空攻撃が可能です。
4a3910d51b	/WAZAHELP.MSG	38	19		ダッシュしながら突きを繰りだす技です。
cf5ef7cad1	/WAZAHELP.MSG	42	21		自分の分身が敵に向かって突進攻撃をします。
a11a739321	/WAZAHELP.MSG	66	33		光の衝撃波を発生させ敵に向かって攻撃をします。対空攻撃が可能です。
1a5e91c2a8	/WAZAHELP.MSG	64	32		３本の衝撃波を使って斬りつける技です。敵を後方に吹き飛ばします。
0d297e6ddb	/WAZAHELP.MSG	56	28		霊体を攻撃する衝撃波を発生させます。対空攻撃が可能です。
bfd39f41fb	/WAZAHELP.MSG	42	21		より強力な３本の衝撃波で敵に斬りつけます。
da15d28e9f	/WAZAHELP.MSG	54	27		敵を粉砕する衝撃波を発生させます。対空攻撃が可能です。
cbf15a76bc	/WAZAHELP.MSG	54	27		３体の分身が同時に敵を攻撃します。対空攻撃が可能です。
fbaad99067	/WAZAHELP.MSG	36	18		忍びの技で鋭く斬り付けて攻撃します。
9f83bc922c	/WAZAHELP.MSG	30	15		影共々に敵を斬る暗黒剣技です。
55f9b93de3	/WAZAHELP.MSG	56	28		離れた相手を雷の刃で切り裂く技です。対空攻撃が可能です。
ed24bafa92	/WAZAHELP.MSG	26	13		敵を投げ攻撃をする技です。
31b3543d9c	/WAZAHELP.MSG	54	27		投げた敵に飛びつき、地面にまっさかさまに叩きつけます。
f3231d8783	/WAZAHELP.MSG	32	16		円を描く太刀筋で敵を斬る技です。
a5d3fc6bd2	/WAZAHELP.MSG	66	33		剣と共に鳳凰が舞い、敵に大ダメージを与えます。対空攻撃が可能です。
a5a549fa11	/WAZAHELP.MSG	52	26		周囲の敵を巻き込みながら、強力な投げ技をしかけます。
1929417445	/WAZAHELP.MSG	86	45		暗黒の剣が舞い踊り、敵を死へと誘います。1/16の確率で死亡させます。対空攻撃が可能です。
a2e3e0628a	/WAZAHELP.MSG	54	27		卍型の手裏剣で敵を切り裂く技です。対空攻撃が可能です。
4f6920eba5	/WAZAHELP.MSG	66	33		霊的な力を持った光の衝撃波による直線攻撃です。対空攻撃が可能です。
7442f018a6	/WAZAHELP.MSG	32	16		光の衝撃波で、敵を切り裂きます。
c4ebcda5a8	/WAZAHELP.MSG	58	29		風の衝撃波で敵を切り裂く技です。敵を後方に吹き飛ばします。
8b73cf5495	/WAZAHELP.MSG	46	23		大地を使って増幅した衝撃波を敵に与える技です。
2091729e01	/WAZAHELP.MSG	52	26		巨大爆発で衝撃波を発生させます。対空攻撃が可能です。
0b3e06467c	/WAZAHELP.MSG	48	24		３本の竜巻によって一気にダメージを与える技です。
6ff16a96bc	/WAZAHELP.MSG	42	21		見た目は派手ですが、効果は期待できません。
5d7b193a8a	/WAZAHELP.MSG	30	15		上昇して、上空飛行に移ります。
2326b1dafa	/WAZAHELP.MSG	30	15		下降して、低空飛行に移ります。
b75cd9208e	/WAZAHELP.MSG	48	24		大空に舞い上がり、一気に飛び込むダイブ攻撃です。
c7f5334bc9	/WAZAHELP.MSG	56	28		空に高く舞い上がり、遠くまで攻撃可能な飛び込み攻撃です。
f26060f337	/WAZAHELP.MSG	82	41		上空時のみ使う事が出来ます。敵や味方を捕まえられます。３ターンで自動的に放します。
3d6b8edf80	/WAZAHELP.MSG	48	24		指定ポイントにつかんだキャラクターを落とします。
eacc3d5310	/WAZAHELP.MSG	84	42		地面をへこませてダメージを与える攻撃です。ルースモーアの魔法と同様の効果があります。
ca2a60dd3c	/WAZAHELP.MSG	54	27		空から舞い下りて、敵を飛び越えつつ衝撃波で攻撃します。
02d3f5dc85	/WAZAHELP.MSG	54	27		敵を飛び越えながら、空から混乱の音波をまき散らします。
680424ba27	/WAZAHELP.MSG	56	28		味方を飛び越えながら、空から回復のパワーを振りまきます。
f9f17b132e	/WAZAHELP.MSG	70	35		敵を飛び越えながら、下に爆発をおこし、その衝撃波で広範囲を攻撃します。
9fb6694373	/WAZAHELP.MSG	50	25		敵を飛び越えながら、広範囲を聖なる力で攻撃します。
56facb7230	/WAZAHELP.MSG	24	12		鳥の姿から人に戻ります。
c62b40a652	/WAZAHELP.MSG	56	28		ダイブ系の技で、攻撃力は有りますがＭＰの消費が絶大です。
df831f07b4	/WAZAHELP.MSG	20	10		竜に変化する技です。
c2b993b138	/WAZAHELP.MSG	44	22		風を起こして、敵一体を後方に吹き飛ばします。
8545e91720	/WAZAHELP.MSG	46	23		風の刃を前方に打ち出して、敵を攻撃する技です。
2ebc8581ae	/WAZAHELP.MSG	52	26		大空に舞い上がり、一気に敵に飛び込むダイブ攻撃です。
cad41745dd	/WAZAHELP.MSG	66	33		上空時のみ、敵や味方を捕まえられます。３ターンで自動的に放します。
32f8c99db1	/WAZAHELP.MSG	42	21		恐怖の音波を発して、敵を混乱させる技です。
b6800eccc9	/WAZAHELP.MSG	38	19		口から強力な炎をふきつけて攻撃します。
4462b00a20	/WAZAHELP.MSG	67	35		口から敵を死に至らしめるブレスをふきつけ、1/8の確率で死亡させます。
63f6bec248	/WAZAHELP.MSG	44	22		聖なる力を持つ強力なブレスで敵を攻撃します。
4ab3190a38	/WAZAHELP.MSG	58	29		嵐を巻き起こし、敵の集団を後方へと吹き飛ばしてしまいます。
ed076cc2e3	/WAZAHELP.MSG	83	43		敵の集団にスモールの魔法効果をもつ鳴き声を浴びせます。1/8の確率で敵を縮小させます。
879c05297d	/WAZAHELP.MSG	56	28		荒れ狂う火炎の嵐を巻き起こし、敵の集団を攻撃する技です。
36c001e60b	/WAZAHELP.MSG	24	12		竜の姿から人に戻ります。
4c748673c9	/WAZAHELP.MSG	30	15		小さな竜巻を発生させる技です。
8b38ca8ebb	/WAZAHELP.MSG	28	14		敵からお金を盗み出す技です。
4bb7b20254	/WAZAHELP.MSG	34	17		敵から、敵の持つ技を盗み取ります。
0f28a52f79	/WAZAHELP.MSG	32	16		敵からアイテムを盗み出す技です。
6ab7afb05a	/WAZAHELP.MSG	24	12		敵のＨＰを奪い取ります。
3f6a400fed	/WAZAHELP.MSG	24	12		敵のＭＰを奪い取ります。
3d6c3348ea	/WAZAHELP.MSG	34	17		相手の力を奪い、弱くさせる技です。
18ce1b4ff4	/WAZAHELP.MSG	42	21		相手の心を奪い、操り状態にしてしまいます。
aecf828d8a	/WAZAHELP.MSG	66	33		お金を投げつけて敵を攻撃する技です。ダメージ量は金額で決まります。
39984bb3d5	/WAZAHELP.MSG	72	36		アイテムを投げつけて敵を攻撃します。ダメージ量は投げるもので決まります。
a8e1da304a	/WAZAHELP.MSG	32	16		自分のＨＰを仲間に受け渡します。
8e4308f18c	/WAZAHELP.MSG	32	16		自分のＭＰを仲間に受け渡します。
5f0772d2eb	/WAZAHELP.MSG	40	20		敵の集団から一度にお金を奪い取る技です。
4651171fff	/WAZAHELP.MSG	38	19		モンスターの持ち物や持ち金を調べます。
8d000a0ee3	/WAZAHELP.MSG	24	12		弓矢で敵を射抜く技です。
9092cd0b2f	/WAZAHELP.MSG	34	17		雷の力をもつ弓矢で敵を射抜きます。
debf5a28d6	/WAZAHELP.MSG	36	18		遠距離まで届く弓矢で敵を射抜きます。
bec1c017d9	/WAZAHELP.MSG	36	18		敵を貫通する弓矢を放って攻撃します。
7ae22ec661	/WAZAHELP.MSG	34	17		敵を貫通する炎の弓矢で攻撃します。
48f2e25407	/WAZAHELP.MSG	52	26		より長距離まで届く、貫通する弓矢を放って攻撃します。
e5c66f163c	/WAZAHELP.MSG	28	14		弓矢を３本同時に放つ技です。
1d502b659c	/WAZAHELP.MSG	40	20		敵を貫通する弓矢を３本同時に放つ技です。
aae12645b6	/WAZAHELP.MSG	32	16		聖なる力を持つ弓矢を放つ技です。
2866c4a332	/WAZAHELP.MSG	40	20		放った火薬矢が落下した地点で爆発します。
6ed8b96a6a	/WAZAHELP.MSG	52	26		魔法の弓矢を放ち、落下した地点に地震を発生させます。
9d2ccad166	/WAZAHELP.MSG	48	24		放った火薬矢が落下した地点で大爆発を起こします。
498d11c29a	/WAZAHELP.MSG	78	39		数本の矢をばらばらに撃ちます。このため攻撃力はありますが、命中率の低い技です。
9bcdc0e59b	/WAZAHELP.MSG	44	22		鉄砲から弾を撃ち出す技です。射程は短いです。
b020ade663	/WAZAHELP.MSG	64	32		砲筒から強力なロケット弾を発射します。敵を後方に吹き飛ばします。
d463a2f8ea	/WAZAHELP.MSG	30	15		敵を焼き払う炎を吹き出します。
d03753ce08	/WAZAHELP.MSG	38	19		敵を貫通する鉄の弾を撃ち出す砲筒です。
3ac541b849	/WAZAHELP.MSG	40	20		敵を貫通する巨大な鉄の弾を撃ち出します。
4b514f2555	/WAZAHELP.MSG	36	18		敵を焼きつくす３本の炎を発射します。
1d9506cda3	/WAZAHELP.MSG	51	27		凍てつくような水流を発射し、1/4の確率で凍結します。
441303b970	/WAZAHELP.MSG	42	21		落下地点で爆発し、敵にダメージを与えます。
52eda70e17	/WAZAHELP.MSG	56	28		落下地点で爆発し、周囲に催眠効果をもつガスを散布します。
751281b183	/WAZAHELP.MSG	56	28		落下地点で爆発し、周囲に縮小効果をもつガスを散布します。
98ba36fa3e	/WAZAHELP.MSG	48	24		落下地点で爆発し、周囲に操りのガスを散布します。
f2a4a485af	/WAZAHELP.MSG	48	24		落下地点で爆裂し、周囲に凍結のガスを散布します。
472b5a4ab8	/WAZAHELP.MSG	48	24		落下地点で爆裂し、周囲に混乱のガスを散布します。
be50c30749	/WAZAHELP.MSG	38	19		地面を陥没させる威力を持つ迫撃砲です。
3e66f79616	/WAZAHELP.MSG	50	25		ハデな音と光の爆発をおこします。爆発力は弱いです。
dbac8fea2b	/WAZAHELP.MSG	26	13		力任せに殴り付ける技です。
0e45e62ff2	/WAZAHELP.MSG	42	21		敵を弾き飛ばしてしまう強力な体当たりです。
ffceb14e40	/WAZAHELP.MSG	22	11		鋭い爪による攻撃です。
588ef37b97	/WAZAHELP.MSG	28	14		電撃を宿した爪で攻撃します。
12b114dbd4	/WAZAHELP.MSG	24	12		強力な牙による攻撃です。
8c755fdab6	/WAZAHELP.MSG	54	27		敵に木の実を投げつけて攻撃します。対空攻撃が可能です。
8f5b1f80f2	/WAZAHELP.MSG	42	21		飛び跳ねた振動で周囲にダメージを与えます。
3c5abfa0b5	/WAZAHELP.MSG	56	28		飛び跳ねた振動で、広い範囲に振動による地震を起こします。
063b9d52ad	/WAZAHELP.MSG	46	23		飛び跳ねた振動で、周囲に回復の波動を伝えます。
f4417c3a4d	/WAZAHELP.MSG	54	27		分身とともにありったけの力を込めた、猛烈なパンチです。
e18c70b014	/WAZAHELP.MSG	64	32		分身とともに敵を弾き飛ばす猛烈なパンチを、広範囲に振り回します。
62611ccd75	/WAZAHELP.MSG	58	29		岩を投げつけ、落下と同時に爆砕させ、周囲に攻撃する技です。
dfe353a47a	/WAZAHELP.MSG	56	28		火炎を投げつけ、落下と共に飛び散らせ、周囲に攻撃します。
c0bbf243a1	/WAZAHELP.MSG	24	12		熊の姿から人に戻ります。
8680aee8eb	/WAZAHELP.MSG	72	36		いくつもの分身とともに熊が跳ね回ります。あまり有効な攻撃ではありません。
bba41a9019	/WAZAHELP.MSG	42	21		本から巨大な腕が出現し、敵を叩き潰します。
fbb28c95ce	/WAZAHELP.MSG	56	28		本から巨大な剣が出現し落下、敵を串刺しにしてしまいます。
b860e2e87b	/WAZAHELP.MSG	42	21		本から黄泉の使者が出現し、敵を攻撃します。
26f28e0777	/WAZAHELP.MSG	72	38		本から巨大な鎌が出現し、攻撃とともに呪いをかけ1/16の確率で死亡させます。
6f75769420	/WAZAHELP.MSG	51	27		本の中から闇の者がささやき、1/8の確率で混乱します。
8275330a48	/WAZAHELP.MSG	32	16		味方のステータスを回復できます。
207a89f6c8	/WAZAHELP.MSG	40	20		味方のＨＰを３００ポイント回復できます。
c2d9c0a071	/WAZAHELP.MSG	36	18		本から炎が吹き出し、敵を攻撃します。
3fa16fa211	/WAZAHELP.MSG	36	18		本から氷が飛び出し、敵を攻撃します。
b6b2737d64	/WAZAHELP.MSG	64	32		本から竜巻が吹き出し、敵を攻撃します。敵を後方に吹き飛ばします。
5204eef174	/WAZAHELP.MSG	38	19		本から稲妻が飛び出し、敵を攻撃します。
f0f3d0d065	/WAZAHELP.MSG	38	19		本から隕石が飛び出し、敵を攻撃します。
e0c6b52bb1	/WAZAHELP.MSG	57	30		1/4の確率で眠りをもたらす呪文です。敵味方を区別しません。
f692e585ad	/WAZAHELP.MSG	28	14		鳥に変化することができます。
0dff5b9d05	/WAZAHELP.MSG	28	14		熊に変化することができます。
3bc81b3533	/WAZAHELP.MSG	40	20		精霊の力を借りて、姿を透明にする技です。
1440ef2d54	/WAZAHELP.MSG	46	23		雷の精霊を宿し、敵に向かって電撃を放つ術です。
ed3d0c8936	/WAZAHELP.MSG	48	24		精霊の気の力で体力を３００ポイント回復できます。
2ee29c64e0	/WAZAHELP.MSG	58	29		リバースキュアと同じく、死んだ仲間を生き返らせる秘法です。
076e8f9f09	/WAZAHELP.MSG	64	34		ガスを周囲に漂わせ、巻き込まれたものを1/16の確率で死に誘います。
4c117e60e5	/WAZAHELP.MSG	42	21		敵に向かって溶解性の強い液体を噴出します。
e3519a8946	/WAZAHELP.MSG	40	20		木霊の力で、強烈な眠気を催させる術です。
7dfcbb4f5a	/WAZAHELP.MSG	42	21		これを浴びたものは、縮小されてしまいます。
bbf41777a6	/WAZAHELP.MSG	28	14		強力な火炎で敵を攻撃します。
2981ef9fc2	/WAZAHELP.MSG	60	30		この声を聞いたものは、ささやかれるままに操られてしまいます。
8433ecb454	/WAZAHELP.MSG	46	23		風の精霊の力を借りて、物を押すことができます。
bd8ac93f9d	/WAZAHELP.MSG	52	26		術者自身とその周囲を巻き込む大爆発を起こす爆弾です。
3253bef85b	/WAZAHELP.MSG	56	28		雄叫びで力をふるい起こしＭＰを１０ポイント回復させます。
fa0dbdec21	/WAZAHELP.MSG	55	29		守りを固め、敵から受けるダメージを1/4まで軽減させます。
2f38109e3e	/WAZAHELP.MSG	79	41		３射程内の敵の攻撃に対して反撃を行います。受けるダメージは通常の1/2となります。
cff9b55f96	/WAZAHELP.MSG	81	42		弾き飛ばす性質の攻撃を受けても、通常の1/2のダメージで踏みとどまることができます。
90f1066e3a	/WAZAHELP.MSG	93	48		3/4の確率で、受けたダメージ分のＨＰを回復することができます。一度目の攻撃のみ効果があります。
346c2c6e18	/WAZAHELP.MSG	46	23		敵の魔法を、命中率・威力ともに完全に封じます。
9bedfcb50a	/WAZAHELP.MSG	46	23		休憩することで最大ＨＰの１０％を回復できます。
1d91b97def	/WAZAHELP.MSG	48	24		瞑想に入ることで最大ＭＰの１０％を回復できます。
8732eca211	/WAZAHELP.MSG	58	29		気合いをためて、次ターンの攻撃力を１．５倍に引き上げます。
b5ed7443da	/WAZAHELP.MSG	54	27		気を練り上げ、次ターンでの賢さを１．５倍まで高めます。
af0cf2b1f7	/WAZAHELP.MSG	30	15		高確率で敵の攻撃を回避します。
780cc0f49a	/WAZAHELP.MSG	43	23		3/4の確率で敵の攻撃をそのまま弾き返します。
8fa22819bc	/WAZAHELP.MSG	34	17		球状の火炎が敵に襲いかかる術です。
ea68140ea4	/WAZAHELP.MSG	40	20		鳥の姿を型どった炎が敵に襲いかかります。
7f4d5f466b	/WAZAHELP.MSG	50	25		炎が舞い上がり、大地を燃え上がらせる驚異の術です。
fbf7b651c3	/WAZAHELP.MSG	26	13		電撃を敵にぶつける術です。
d9a0f37cb7	/WAZAHELP.MSG	42	21		サンダードラゴンによる強力な放電攻撃です。
582a8f77d2	/WAZAHELP.MSG	54	27		荒れ狂うプラズマを産み出し、敵に向かって叩きつけます。
790e9393f8	/WAZAHELP.MSG	63	33		敵に向かって冷気の攻撃を繰り出します。1/2の確率で凍結させます。
09af0dbb7b	/WAZAHELP.MSG	49	26		ヒョウを使った攻撃です。1/4の確率で凍結させます。
127c71d506	/WAZAHELP.MSG	45	24		猛烈な吹雪を作り出し1/4の確率で凍結させます。
e4f20ea330	/WAZAHELP.MSG	44	22		地面を揺らして地震を起こし、攻撃する術です。
4e8702d7ac	/WAZAHELP.MSG	81	42		重力を操って敵を押し潰し、1/4の確率で「重い」状態にして上空飛行ができなくします。
ee72d862a7	/WAZAHELP.MSG	34	17		大地震を起こして敵を巻き込みます。
a3ce9dc833	/WAZAHELP.MSG	64	32		射程範囲内にいる中でもっとも弱いキャラクターの命を奪い取ります。
0a16d7da69	/WAZAHELP.MSG	46	23		隕石が落ちてきて爆発し、大きな被害を与えます。
9de575b162	/WAZAHELP.MSG	54	29		死の影が敵を暗黒へと誘い込み1/16の確率で死亡させます。
8f15b3462b	/WAZAHELP.MSG	62	31		黒い鳥が舞い踊り、世界を覆い尽くした後に消え去る暗黒魔法です。
76fb933936	/WAZAHELP.MSG	52	26		天空より星の光が降り注ぎ、大ダメージを与える術です。
c722a85c14	/WAZAHELP.MSG	44	22		まばゆい光が周囲を貫き、大爆発を起こします。
81ade58759	/WAZAHELP.MSG	50	25		暗黒の粒子が体を覆い、ＨＰを２桁まで削り取ります。
9c9c3fddeb	/WAZAHELP.MSG	38	19		全てを滅ぼすといわれる強力な術法です。
994f8977d1	/WAZAHELP.MSG	54	27		相手もしくは味方の持つＨＰを１０％～５０％吸収します。
9c1e063c06	/WAZAHELP.MSG	54	27		相手もしくは味方の持つＭＰを１０％～５０％吸収します。
2b003c46a5	/WAZAHELP.MSG	93	48		3/4の確率で自分の受けているダメージを完全に補う分のＨＰを相手から奪い、吸収してしまう術です。
871aa99979	/WAZAHELP.MSG	78	39		地面をもり上げて、地形を変化させます。変化した地形は４ターンでもとに戻ります。
2e5bbb2cf1	/WAZAHELP.MSG	78	39		地面を掘り下げて、地形を変化させます。変化した地形は４ターンでもとに戻ります。
d61f1b9bb5	/WAZAHELP.MSG	62	31		この術を受けたものは攻撃力などが下がり、弱くなってしまいます。
d7c28d1d18	/WAZAHELP.MSG	58	29		この術をかけられた者は攻撃力などが上がり、強力になります。
db5d85a2b3	/WAZAHELP.MSG	26	13		敵の集団を弱体化させます。
3640a8dbe3	/WAZAHELP.MSG	48	24		味方の集団に対して強力になる術をかけるものです。
c5b4c729b4	/WAZAHELP.MSG	70	35		味方一人の行動力が上がり、これにより通常の１．５倍の行動力を持ちます。
9fd260d4f3	/WAZAHELP.MSG	66	33		敵一体の行動力を下げ、これを受けた敵の行動力を通常の半分にします。
ec458a59e4	/WAZAHELP.MSG	52	26		自らの姿を消して、敵から攻撃を受けないようにします。
c2990964bc	/WAZAHELP.MSG	36	18		見えない敵を見える状態にする術です。
ba2f475eda	/WAZAHELP.MSG	74	37		魔法に対する防御壁を作ります。魔法の命中率を下げ、魔法効果を減少させます。
9c0f4920c6	/WAZAHELP.MSG	66	33		敵の直接攻撃に対する防御壁を作ります。敵からの打撃を減少させます。
7e7dbe91c5	/WAZAHELP.MSG	40	20		回復効果を持つフィールドを作り出します。
2f78e4047c	/WAZAHELP.MSG	52	26		指定した位置に、移動不可能なブロックを作り出します。
f653d32d9d	/WAZAHELP.MSG	8	4		ボツ！！
4ad24c8842	/WAZAHELP.MSG	82	41		宙に浮いた状態となり、移動能力が上がります。さらに、地系の攻撃を受けなくなります。
5fdf991d5f	/WAZAHELP.MSG	84	42		敵集団内の飛行キャラを飛べなくしたり、仲間を飛ばされないように重くしてしまう術です。
0ab6645ea8	/WAZAHELP.MSG	36	18		敵の眠気を誘い、眠らせてしまいます。
ae7db95880	/WAZAHELP.MSG	32	16		敵を操り人形のように操る術です。
bca2497137	/WAZAHELP.MSG	28	14		敵の心を虜にし、操る術です。
db7e391987	/WAZAHELP.MSG	38	19		敵の思考を乱すことで混乱をさそいます。
79a6ed8bb2	/WAZAHELP.MSG	50	25		射程範囲内にいる全てのキャラクターを混乱させます。
bd039218fe	/WAZAHELP.MSG	48	24		味方キャラクターのステータス異常を回復させます。
b3a5faad77	/WAZAHELP.MSG	86	43		味方キャラクターのステータス異常を回復させると共に、ＨＰを３００ポイント回復させます。
4a9d9aa046	/WAZAHELP.MSG	72	36		死んでしまった仲間の魂を呼び戻して生き返らせられる、生き返りの魔法です。
f47e2b924b	/WAZAHELP.MSG	62	31		味方キャラクターの受けたダメージを１００ポイント回復させます。
1ee2df128d	/WAZAHELP.MSG	62	31		味方キャラクターの受けたダメージを２００ポイント回復させます。
951ab4442f	/WAZAHELP.MSG	62	31		味方キャラクターの受けたダメージを４００ポイント回復させます。
3331ae7b1e	/WAZAHELP.MSG	64	32		味方キャラクターの受けたダメージを１０００ポイント回復させます。
81c4ba216e	/WAZAHELP.MSG	64	32		味方キャラクターの受けたダメージを９９９９ポイント回復させます。
0612ab82c3	/WAZAHELP.MSG	48	24		聖なるエネルギーをビーム状に放出して攻撃します。
bc64c5093b	/WAZAHELP.MSG	66	33		強力な聖なるエネルギーが、３本のビーム状となって敵を撃ち抜きます。
e4f6a510c0	/WAZAHELP.MSG	86	43		その圧倒的なまでの聖なるエネルギーの前に、聖なる力に弱い者達は滅び去ることになります。
1a04546560	/WAZAHELP.MSG	51	27		アダルトタッチで敵一体に大ダメージをあたえます:-)。
242e6b253b	/WAZAHELP.MSG	61	32		アダルトタッチで周囲のすべての敵に大ダメージをあたえます:-)。
05b3bc23e3	/WAZAHELP.MSG	53	28		アダルトタッチで味方一人に大ダメージをあたえます:-)。
e3504856a3	/WAZAHELP.MSG	81	42		アダルトタッチで周囲の味方全員に大ダメージをあたえます。まず再起不能でしょう:-)。
e2d48271af	/WAZAHELP.MSG	52	26		どなたかお一人のＨＰを１００回復することができます。
2add0363ae	/WAZAHELP.MSG	52	26		どなたかお一人のＨＰを５００回復することができます。
b4c4c34016	/WAZAHELP.MSG	52	26		どなたかお一人のＨＰを完全に回復することができます。
6db7f9a3ce	/WAZAHELP.MSG	50	25		どなたかお一人のＭＰを５０回復することができます。
9d89dcc80e	/WAZAHELP.MSG	52	26		どなたかお一人のＭＰを２００回復することができます。
f81dc1c3a2	/WAZAHELP.MSG	52	26		どなたかお一人のＭＰを５００回復することができます。
88404a6e0c	/WAZAHELP.MSG	58	29		どなたかお一人のＨＰとＭＰを完全に回復することができます。
bbf1c736bc	/WAZAHELP.MSG	56	28		どなたかお一人のステータス異常を回復することができます。
7207540f9d	/WAZAHELP.MSG	60	30		使用した方の姿を隠してくれる、ヤマタイに伝わるアイテムです。
a457d20663	/WAZAHELP.MSG	74	37		竜でさえ酩酊すると云われるほどの強力なお酒です。敵に投げつけてみましょう。
44f6c5cc75	/ITEMHELP.MSG	38	20		-怩gＰを１００回復することができます。
38880abfdf	/ITEMHELP.MSG	36	18		ＨＰを５００回復することができます。
753e7fbc6c	/ITEMHELP.MSG	36	18		ＨＰを完全に回復することができます。
c325fa7df5	/ITEMHELP.MSG	34	17		ＭＰを５０回復することができます。
2470dc5af8	/ITEMHELP.MSG	36	18		ＭＰを２００回復することができます。
797925ae30	/ITEMHELP.MSG	36	18		ＭＰを５００回復することができます。
913eb12928	/ITEMHELP.MSG	42	21		ＨＰとＭＰを完全に回復することができます。
4edf11cdcd	/ITEMHELP.MSG	42	21		ステータスの異常を回復することができます。
4d5aa87163	/ITEMHELP.MSG	50	25		ヤマタイに伝わるアイテムで、一定時間姿を隠します。
7af54b6616	/ITEMHELP.MSG	56	28		強力なお酒です。敵に投げつけると混乱させる事ができます。
235124a500	/ITEMHELP.MSG	70	35		飢え苦しんだ人々の魂が形になった物。持っている人に不幸をもたらします。
1d82f8694e	/ITEMHELP.MSG	42	21		美しい真珠です。お店で売ることができます。
665f9a8650	/ITEMHELP.MSG	40	20		美しい宝石です。真珠よりも高く売れます。
335252f3d2	/ITEMHELP.MSG	50	25		すばらしい宝石です。アメジストよりも高く売れます。
f3edecbe7b	/ITEMHELP.MSG	50	25		めずらしい宝石です。とても高く売れることでしょう。
1e0ed59052	/ITEMHELP.MSG	58	29		とても、めずらしい宝石です。どんな宝石よりも高く売れます。
b798c87c92	/ITEMHELP.MSG	50	25		身につけていると戦闘中に敵がよってこなくなります。
d49041b8ab	/ITEMHELP.MSG	56	28		身につけていると心が落ち着き、攻撃が当りやすくなります。
37536764df	/ITEMHELP.MSG	52	26		身につけると、名人以上に攻撃が当たりやすくなります。
26a41352ee	/ITEMHELP.MSG	66	33		お守りの一種です。身につけると会心の一撃が少しだけ出易くなります。
666cae6d1c	/ITEMHELP.MSG	58	29		お守りの一種です。身につけると会心の一撃が出易くなります。
0215daf77f	/ITEMHELP.MSG	56	28		お守りの一種です。身につけると幸運をもたらしてくれます。
7b51c26f5c	/ITEMHELP.MSG	42	21		身につけると素早く動き回ることができます。
799880cad0	/ITEMHELP.MSG	50	25		身につけると、とても素早く動き回ることができます。
df71bcf3e9	/ITEMHELP.MSG	36	18		身につけると、行動範囲が広がります。
e2f874517a	/ITEMHELP.MSG	42	21		身につけると、行動範囲が大きく広がります。
d9a0884a3d	/ITEMHELP.MSG	60	30		指にはめると魔法を受けたときのダメージをやわらげてくれます。
55ba188fde	/ITEMHELP.MSG	56	28		指にはめると魔法から身を守るのに絶大な効果を発揮します。
9e3a7795c7	/ITEMHELP.MSG	48	24		身につけると坂道でも軽やかに進むことができます。
f73bf347cf	/ITEMHELP.MSG	42	21		身につけると、力が増し攻撃力が上がります。
045fa8863a	/ITEMHELP.MSG	56	28		秘められた力を引き出すアイテムです。攻撃力が上がります。
5b7c2acb7e	/ITEMHELP.MSG	34	17		身につけると、防御力が上がります。
8a5b249dfe	/ITEMHELP.MSG	70	35		風の精霊がやどる腕輪です。身につけると敵からのダメージをやわらげます。
9ab909532f	/ITEMHELP.MSG	80	40		身につけると、戦闘中に眠らされる、敵に操られる、混乱状態になることがありません。
88742d30bf	/ITEMHELP.MSG	96	48		装備している方が命を落しそうになった場合、一度だけその身代わりとなってくれる貴重なアイテムです。
ff82e54b08	/ITEMHELP.MSG	74	37		腕につけるアイテムです。動きづらくなりますが腕力を成長させる事ができます。
6e3c43f47e	/ITEMHELP.MSG	78	39		足につけるアイテムです。動きづらくなりますが、素早さを成長させる事ができます。
cd382acc48	/ITEMHELP.MSG	42	21		時と共にＭＰを回復してくれる貴重な石です。
cda39eb8e4	/ITEMHELP.MSG	54	27		時とともにＨＰを回復してくれるすばらしいアイテムです。
9c7896e0e5	/ITEMHELP.MSG	50	25		この石があれば、はじき飛ばされる事も無くなります。
ef828b33d4	/ITEMHELP.MSG	60	30		本にも妖精が宿ることがあります。大切にしてあげてくださいね。
fd75c8d023	/ITEMHELP.MSG	48	24		火の奥義書。火と風の融合について書かれています。
c250bd7d08	/ITEMHELP.MSG	48	24		風の奥義書。風と雷の融合について書かれています。
34278d3c70	/ITEMHELP.MSG	48	24		雷の奥義書。雷と水の融合について書かれています。
e672ed49a5	/ITEMHELP.MSG	48	24		水の奥義書。水と地の融合について書かれています。
68f9d4d0bf	/ITEMHELP.MSG	48	24		地の奥義書。地と火の融合について書かれています。
f935df0cdd	/ITEMHELP.MSG	50	25		ライトワード。光と闇の融合について書かれています。
17d7db2d1f	/ITEMHELP.MSG	52	26		ブラックワード。闇と霊の融合について書かれています。
