key	ko
dbb3b7ced0	와아, 와아.%b
440ac25571	무서워ー.%b
771ee4c097	아무리 놀아도 안 혼나다니,\n거짓말 같아ー！%b
84caf6f08e	아빠한테 들었는데,%b
01eedc91f1	검 같은 공격은, 높이 차가 크면\n안 닿는다더라.%b
07f9ad5098	알았어？%b
d853176edb	또 친구랑 놀 수 있게 돼서 기뻐.%b
a5c761b545	으에엥, 우리 다 죽는 건가・。\n무서워ー.%b
f4e01ae809	와아, 와아, 와아.%b
6ab5ac047e	여행의 잡학 상식,\n각 대륙의 관계를 알려드릴게요.%b
bccd5836c4	먼저, 여러분이 야마타이에 있을 때,%b
3b75ff18f4	바다로 서쪽・동쪽 가면\n머잖아 리그로드에 도착해요.%b
38162caba2	그리고, 북쪽이나 남쪽으로 가면,\n카달에 다다르죠.%b
3ea68315a6	다음으로, 여러분이,\n지금처럼 카달에 있다면,%b
e005745137	서쪽으로 가면 리그로드에,\n동쪽으로 가면 야마타이에 도착해요.%b
dbce9ce03d	그리고, 리그로드에선,\n동쪽・서쪽으로 가면 야마타이에,%b
425e91d1a7	북쪽이나 남쪽으로 가면 카달에\n다다르죠.%b
0bc777d86b	아, ７인위원회가・%b
f9a25ac46f	저건！？%b
c144492d39	정신 차려！\n대체 무슨 일이 있었던 거예요！%b
51be134916	아, ７인위원회가・%b\n레, 레지스탕스 검거를・%b
94f81720da	무차별・살・%b
e2341b12c7	７인위원회가, 레지스탕스 검거를！？%b
d31f4ffc82	우리 활동과 관계없는\n사람들까지 해치다니・。%b
95f42cb32f	７인위원회・\n용서 못 해・。%b
a81db3a793	근데, 이거 참・。%b
e0466939c7	이 상황이면,\n리그로드로 배를 타고 건너려 해도,%b
de0bc2e6b8	선원도 배도 없잖아？%b
f2b1a86850	이럴 줄 알았으면 디아네 씨한테\n기다려달라 할 걸 그랬네・。%b
51467bf930	어떻게 할래, 뮤・？%b
ad95bf3941	으음・。%b
c0ca2ca46d	맞아요！%b
6a1a8ef985	분명, 이 카달에는, 하늘을 나는\n배, 익시즈가 잠들어 있다고 들은\n적이 있어요！%b
6bbacd1a60	익시즈・？%b
4a3f2c1f21	네.\n광익선 익시즈・。%b
6ed0e87219	고대마법문명 기술로\n만들어졌다는 하늘을 나는 배예요！%b
0d1f19cbcc	그게 있으면,\n리그로드로 건너갈 수 있는 거네！%b
ee5f5c24a6	・그래서, 그건 어디 있는데？%b
eeba38c7da	그건 모르겠어요.%b
339f730fcf	막막하군.%b
35fa45fca7	・아직 포기하긴 일러요.%b
fc585bd375	알렉트리아 대도서관엔\n고대마법문명에 관한 문헌이 많이 있거든요！%b
4e0688aa39	게다가, 지하열람실엔\n공개 안 된 귀중한 문헌이 있다.%b
3f6e0abab1	그런 소문이 있어요.%b
4445cf5bce	근데 앙주 씨는\n아버님이랑 싸우는 중 아니에요？%b
3b85a7a12b	이 중대사에,\n부녀 싸움 따위 상관없어요！%b
911b232bc7	지하열람실이 사실인진 몰라도,%b
287dd4a205	만약 고대마법문명 문헌이 있다면,\n그건 알렉트리아 대도서관 말곤\n생각할 수 없어요.%b
4283d912a3	알렉트리아 대도서관이라면,\n분명 익시즈에 대해,\n뭔가 알 수 있을 거예요！%b
b675fb50f3	좋아, 그럼,\n알렉트리아 대도서관에 가보자！%b
9ea29bef17	%H%m1%V100［%m0%s3%m1］%V0%m0\n카달로부터 몸을 숨긴\n마을 사람들은 무사할까・。%b
ba53231f4c	%H%m1%V100［%m0%s0%m1］%V0%m0\n그렇게 걱정되면,\n다들 상태를 살펴보는 게 어때？%b
a34ad7afb9	%H%m1%V100［%m0%s3%m1］%V0%m0\n그래야지.%b
eb7992af4b	이러고 있으면,\n카달의 침략이 있었다는 게,\n꿈이었던 것처럼 느껴져.%b
329a6fad7b	카달이 없어졌나 싶었더니,\n이번엔 대체 뭐야！%b
6753ad730d	아스카 님,\n언제쯤 이가로\n돌아오시나요？%b
6e7deb50af	최강 시노비 집단 츠키구미 부활을\n바라는 이 적지 않아요.%b
50d527b934	너희한테 할 말 같은 건 없어！%b
b479461248	처음엔 의심했지만・。%b
89d3d4d4e7	역시 내가 생각했던 대로,\n누명이었던 거네！%b
0e6be1c416	스스로 누명을 벗다니,\n역시 이가 최강의 시노비네！%b
fafe72a9a0	여러분도 감사했어요！%b
22706ff6f2	나즈나 굴이라고 알아？%b
b8d009cbab	바다를 사이에 두고 이 마을 동쪽에 있는\n동굴인데, 거기엔, 식신 나즈나가\n잠들어 있다는 전설이 있어.%b
09d3ff61a1	전설 같은 게 아니야, 인 거네！%b
a94b792d6d	꺅！%b
137d0e15f6	카무이코탄엔, 독특한 종교가 있어서,\n대자연 모든 것에 신이 깃든다고,\n생각한대.%b
58fc481ce0	카무이코탄 족장은,\n그런 대자연 신들의 힘으로,\n곰이랑 매로 변신할 수 있다더라！%b
bda16dc0ba	대자연엔 신들이랑 정령이 가득한,\n그런 당연한 걸 모르다니・。%b
2fd61cbbc4	카달 놈들은, 같은 인간이라곤 도저히\n생각 못 하겠어.%b
bafe3d56a3	들은 얘기론, 어느 마을에선,\n인질로 여자랑 아이를 내놓게 해서,\n반항심이 안 생기게 한대.%b
79271538c8	끔찍한 얘기네.%b
b60ca474e2	그 일이라면, 드래군의 용기사랑\n비조 아스카가 해결했어.%b
723b772498	악이 번영할 순 없단 거지.%b
45668d7e95	고죠서 화제인 여자 의적 시라나미는,\n카달을 상대로 일하고 있다더라.%b
978cfa8cc9	멋지네ー.\n나, 동경하게 돼！%b
f0e2995542	그렇대, 시라나미.%b
d4274f3103	에헷☆%b
31eccf815b	어？\n너・설마・？%b
079c334770	아스카 님, 세상은 평화로워졌잖소.%b
bbfca0ac2a	어슬렁어슬렁 떠돌지 말고,\n땅에 뿌리를 내리고,\n자기 인생을 살아보는 건 어떻소.%b
3ad7bbf4e9	나이는 먹고 싶지 않구먼,\n이 정도 일로 평정심을 잃다니・。%b
da3c0f45c8	워어, 큰일이여, 큰일이여ー！%b
b8995b8ac6	아스카 님, 잠깐, 거기 앉아서\n이 늙은이 얘기 좀 들어보시게.%b
1e304f9c3a	언제까지고 떠돌지 말고\n이제 그만 정착해서\n어머님을 안심시켜드리시게.%b
aef87f85f6	너랑은 할 얘기 없다.\n나가주지 않겠니.%b
bce38b59c6	평화로워져서 다행이구먼・。%b
e429718765	허나, 아직, 아스카 님 실력은\n무사시 님께는 못 미치겠지.%b
93acf4579b	마을 정면에 보이는 게 야마타이 제일\n산 영봉 후지일세.%b
6056365cd2	놈들이 오기 전엔,\n영봉 후지의 결계동을\n자유로이 드나들 수 있었는데.%b
871eab1f58	영봉 후지를 관통하는 게,\n결계동이란 이름의 동굴이지.\n카달 놈들이 동굴에 결계를\n쳐서 이 이름이 붙었어.%b
470603ef29	속야마타이 지방으로 이어지는\n유일한 길이었는데.%b
eba7001ed0	지금은, 그 결계 탓에\n못 지나가게 됐지.%b
29a00914c3	결계동을 지난 곳의 속야마타이엔,\n항구도시 히가타랑,%b
8b50e0ab92	역대 겐유사이의 거처였던\n게텐성이 있어.%b
bb23c6d555	지금은, 그 게텐성도,\n카달 놈들한테 빼앗겼다고,\n들었어.%b
f1395f7a6e	전설의 시노비, 무사시 님이라면,\n그놈들 해치우는 건\n식은 죽 먹기일 텐데 말이지.%b
57923c95b6	카달 놈들은, 게텐성을 본거지로 삼고\n있다는 얘기야.%b
1ef8328601	거기엔, 터무니없이 강한 무장이\n있다고, 도 들었어.%b
e93b4a0c74	만약, 자네들이,\n놈들한테 싸움을 걸 생각이라면,\n충분히 힘을 기르고 나서 하게.%b
5ff5572d7b	결계동에 들어간 곳에\n기둥 세 개가 있다네.%b
523e886889	그 기둥 세 개에\n뭔가를 끼울 듯한 구멍이\n있다네.%b
a2e51e8a11	놈들이 만든 결계를 깨려면,\n그 기둥에 있는 구멍이 열쇠일 텐데.%b
3c949838e7	뭘 끼우는지, 어디 있는지,\n아무도 모른다네.%b
e8aa51b251	항구도시 히가타는, 야마타이 바다\n관문이라고도 불릴 만큼, 해운이\n번성한 마을이었는데・。%b
4e95ca0bab	지금은 어떻게 됐을지・。%b
71c4ac1450	결계동을 넘어, 속야마타이 쪽으로 갈\n수 있다면, 항구도시 히가타에 가보는\n게 좋을 걸세.%b
3826127e91	세상엔, 기술과 기술 조합해서,\n새 기술 만드는 오의 있다고 들었네.%b
6519c716f2	그걸 찾는 것도, 좋을 걸세.%b
a975edda74	와아, 아스카 오빠다！\n어서 와！！%b
d01b1e230c	있잖아, 나쁜 놈은 해치운 거지？%b
b0570892c6	나쁜 놈 해치우고, 한가해지면,\n나한테 닌자술\n가르쳐준다는 약속 기억해？%b
87ffb35bf4	아스카 오빠,\n세상이 멸망한다는 거 정말이야・？%b
64e742a857	아, 아스카 오빠,\n요모기 일은\n나한테 맡겨줘.%b
b837d7a8d5	나, 꼭 요모기를\n행복하게 해줄게.%b
4908e1c13c	헤헤헤,\n형이라고 불러도 돼？%b
7c1cba4b40	미안해, 아스카 오빠.%b
fdbc6cb437	할아버지가 아스카 오빠랑\n얘기하지 말라고 하셨어.%b
434f14719e	나, 크면\n아스카 오빠 같은\n훌륭한 시노비가 될 거야！%b
8725c61d86	얍！\n그림자참！！%b
1fbe57931a	・멋있다～！%b
53eb666e09	닌자저택에서 동료를 구해냈을 때\n얘기 들려줘！%b
925e31d21c	무사시 님이라면 이가 마을 영웅이지！\n분명, 아스카 오빠의 조상님이야.%b
2af26e1b92	나도 언젠가 훌륭한 시노비가 돼서,\n무사시 님이나 아스카 오빠처럼,\n크게 활약할 거야！%b
cd06119eb4	장난치면 자주 엄마한테,\n겐유사이한테 끌려간다고,\n혼나.%b
041f70524c	인술은, 체술 극한까지 익힌\n닌자 익히는 기술이야.%b
c45fd6a01c	베거나, 던지거나 여러\n가지를 할 수 있대！%b
9106158636	카무이코탄이란 마을이,\n여기 이가에서 동쪽 관문을 넘은 곳에\n있대.%b
66db3319d6	그 카무이코탄이란 마을엔\n사람에서 짐승으로 변신하는 종족이\n산대.%b
5cb5ea23b8	카무이코탄 주민이라고 해서,\n누구나 되는 건 아니지만 말이야.%b
325dec2900	허, 아저씨, 아는 게 많네！%b
3bdfb39e1b	소문은 들었어,\n카달 놈들을 해치웠다며？%b
0338443e81	내가 １０년만 젊었어도\n가만 안 뒀을 텐데！%b
263d3d2516	그래서, 어떤데,\n슬슬 정착할 마음이 생겼어？%b
82d1d4093f	언제까지고 떠돌면 안 돼！%b
e9b38a8a56	아니 뭐야, 뭐야,\n대체, 어떻게 되는 거야！%b
28ee465482	세상은 평화로워진 거\n아니었어！%b
cca93d3f00	저리 가！\n자, 빨리 나가란 말이야！%b
355c4aa1f0	정말 잘해줬어.%b
19e3c04b14	아스카 아버지는 전사했다는데,\n그 나이에 이가 최강 시노비 집단\n츠키구미 우두머리 된 거야.%b
3df01aa9ce	어린데도 야무져서, 츠키구미 결속은,\n다른 어떤 시노비들보다도 단단해.%b
ea320a1b3c	근데 수라 같은 격렬함을 가졌으니까,\n가끔, 터무니없이 무모한 짓을 해.%b
27beb6c811	지금, 아스카한테 제일 필요한 건,\n인생 지탱해줄 반려자겠지.%b
fae6d70971	아줌마가 조금만 더 젊었으면,\n입후보했을 텐데 말이야.%b
ffe8a6966f	그만해！%b
00c79fb88f	어머, 진심이야.\n우후후・☆%b
e93095b308	아스카한텐, 어머니랑 여동생이 있고,\n아스카는 여동생을 무척 예뻐해.%b
a2e5bd5efa	뭐, 하나뿐인 여동생이니까.%b
dfca11df72	이가의 시노비한텐, 그 인술의\n계보나, 모인 사람들의 차이에 따라,\n몇몇 집단이 있어.%b
1ba3151d59	그중에서, 이가 최강의 시노비 집단,\n그게 츠키구미야.%b
164c35d0bb	츠키구미는, 무사시가 시조인\n이가류 인술직계야.%b
c30b18aa3e	이가 최강이란 건,\n리그로드 전역에서도 증명됐지.%b
01ed7b2cb0	요즘, 고죠 마을을 떠들썩하게 하는\n건 여자 의적 시라나미라던데.%b
b403e60360	뭐래도, 나쁜 놈한테서 훔친 돈을\n가난한 사람들한테 주고 있대.%b
b30128bea8	훌륭한 마음가짐 아니야！%b
451a302e70	내가 할 수 있는 방법으로\n나쁜 놈 혼내준 것뿐인데,\n이렇게 얘기 들으니, 왠지 부끄럽네.%b
f06a763911	게텐성에 카달군 높으신 분이\n있다더라.%b
32813e32b4	이름이 뭐였더라・,\n그・저・그・。%b
27fdaf6ac4	안 돼, 기억이 안 나.%b
2c5f17bbf0	왜 그럴까.\n요즘 지진이 잦다고 생각 안 해？%b
f9bc13c497	이제야 평화로워졌다 싶었는데,\n이래서야 마음 편히 잠도 못 자겠어.%b
d32c804e4b	오, 아스카 님！%b
09815c7889	이 늙은이를 불쌍히 여기신다면,\n부디 돌아와주십시오.%b
c3452d9571	이런 일로 마음이 흔들려서야,\n시노비로서 실격이오！%b
e751002a25	이 이변을 수습할 수 있는 건,\n아스카 님밖에 없습니다.%b
1108f47096	지금이야말로, 이가 최강이란 말을\n증명해 보일 때입니다！%b
347add2471	아스카 님・,\n그렇게 많은\n여인들에게 둘러싸여 계시면서,%b
48c636ee42	설마 아직도 정착할 생각이 없다는\n말씀은 아니시겠지요？%b
a4ab3cb9b5	마을 사람들은\n아스카 님이 카달에 붙었다고\n생각하고 있습니다.%b
07cf7100d3	이 누명을 벗으려면,\n닌자저택을 직접 쳐서,\n부하를 구해내는 수밖에 없습니다.%b
cc2e1252c3	닌자저택은 이가 서쪽에 있습니다.%b
8791274a86	이상한 장치가 잔뜩 있다고\n들었습니다. 조심하는 게 좋습니다.%b
8bc94d9576	아스카 님！\n무사하셨군요！%b
94f5459700	역시 누명을 벗으셨군요！%b
7cbc8d3e9f	아스카 님은, 이 마을,\n아니, 이 나라 영웅이십니다！%b
192f89ebf0	여러분도 아스카 님과 함께\n영웅으로서, 오래도록 전해지겠지요.%b
99581eb56b	서쪽 관문을 넘으면,\n고죠 마을, 호쇼인 방면으로,\n갈 수 있습니다.%b
48dc1102ab	동쪽 관문을 넘으면,\n카무이코탄, 호라이산 방면으로\n갈 수 있습니다.%b
dda17da01a	거기엔 정령의 힘을 빌려\n짐승이 될 수 있는%b
e6d535945f	원야마타이인이 산다고\n소문이 나 있습니다.%b
1d7435a04f	소문이 아니다.\n정말 있다.%b
a76db44cb3	내가 그 증거다.%b
617aea9741	서쪽 관문을 넘어, 남하한 곳에,\n오보로 계곡이 있습니다.%b
aae6cc688e	오보로 계곡 더 안쪽엔, 포술이\n뛰어난 이니시에라는 기술자들 마을,\n쿠리카라가 있다는 얘기입니다.%b
7d8d23a740	이런 식으로 화제가 되다니,\n이야, 부끄럽구먼・。%b
4c0fba6e25	하지만, 오보로 계곡엔,\n이상한 여자 산적이 나와서,\n나그네 앞길 막는다고 합니다.%b
0a344fd8a4	어서 와.\n뭘로 할까？
a5fdab7c2c	어머, 관두는 거야.\n다른 볼일은 있어？
b97dbc2194	무기 안 살 거야？
f00412f0be	팔러 온 거야？
bc5822d599	또 와줘.%b
8c49e94779	\n자, 어느 걸 살래？
ec1f4bbfcb	\n자, 어느 걸 팔래？
0065048e59	이런, 이 애 좀 봐！\n팔 만한 게 하나도 없잖아.
6fdbd8ab9d	「%nS」구나.\n살 거야？
0eec840fb8	어머나, 그렇게는 못 들지.\n관둬, 관둬.
e95cca4a72	이런, 돈이 부족한가 보네.\n이쪽도 장사니까.\n서운해하진 말아줘.
6a8d354f98	매번 고마워～.\n다른 것도 살래？
2dccc2f3b0	「%nS」를\n팔아주려고？
80c7603bbf	매번 고마워～.\n다른 것도 팔래？
66e660439c	뭘 하겠다는 거야？
176879f380	관두는구나, 그래그래.\n또？
8d6282af82	무기 산다고？
ab35493b9c	팔러 왔다고？
ed490926ba	이제 오지 말아줘.%b
b36735330f	\n어느 걸 살 거야？
fc822fc58a	\n어느 걸 팔 거야？
a9a44cb2e1	팔 만한 것도 없는 주제에.\n배신자에 거짓말쟁이라니！
4b89ac51f9	「%nS」구나.\n사겠다고？
9e4329a2b3	그렇게 많이는 못 들어.\n정말, 욕심도 많아라.
2160363a27	돈도 없으면서 쇼핑이야？\n이쪽도 장사니까.\n얼른 돌아가주겠어？
3e8c60f953	다른 거 살래？
598b62a05f	「%nS」라・.\n마음 바뀌기 전에 사둘까.
28ada7ef37	다른 거 팔래？
18336a879d	어서 오세요！\n무슨 용무시죠？
544a94400c	우리 방어구라면,\n뭘 사든 손해는 없어요.
139d2f9a77	그런가！ 팔러 왔구나.
05d98b3d6e	\n어느 걸 사주려고？
a206f2eec2	\n어느 걸 팔려고？
7040674444	팔 만한 건 없는 것 같은데.
b89ac385c5	그렇게는 못 들 텐데？\n무리는 안 하는 게 좋을 거야.
f2f2ae5278	돈이 부족한 것 같군.\n미안하지만, 이쪽도 생계가 걸려서.
d27cfbc58b	무슨 용무지？
bd39db13e5	다른 건？
93f054dd07	배신자한테 팔 방어구는 없어.
91c2ea5246	팔 거냐？
b686bc655a	냉큼 나가줘.%b
f99891a9c0	\n・어느 걸 살래？
4f17c08d49	\n・어느 걸 팔래？
fce76a8d52	흥, 팔 만한 것도 없잖아.
b1fd6a4192	「%nS」냐.
6b85f9cc3e	그렇게는 못 들 텐데？\n정말, 욕심이 하늘을 찌르는군.
b9228bb63a	돈이 부족하군.\n이쪽도 장난삼아 하는 일이 아니라서 말이야.
3b8e246b90	다른 것도 살 거야？
f33c74a5bd	「%nS」를\n사주면 되는 거지？
01f84377f7	다른 것도 팔 거야？
067c76ab55	어서 와.\n느긋이 둘러봐줘.
f6bd9038b3	어라, 관두는 거야・。\n다른 건 있고？
5e9e402102	느긋이 둘러봐줘.
29a6965c07	이런, 뭔가 팔러 와줬는가？
5c37ca6f11	그런가.\n또, 들러줘.%b
86466cfdb2	\n뭘 사주려는가？
ead84c9d30	\n뭘 팔려는가？
4083bca710	팔 게 없는 것 같은데？
070834e34c	「%nS」면 되겠는가？
c190e18ea7	이런, 그렇게는 못 들 텐데？\n짐이 가벼워지면, 또 오시게.
a1c0d29fe6	이런.\n돈이 부족한 것 같아, 아쉽지만 팔 순 없다네.
86f80823e1	고맙네, 고맙네.\n다른 것도 살 텐가？
ffaecac979	「%nS」를 팔아도 되겠는가？
013072e1c2	고맙네, 고맙네.\n다른 것도 팔 텐가？
39539ccc13	어서 오게！\n・뭐야, 너희였나・。
a0b4ebeac9	보기만 해라.
066fd58c12	뭔가 팔러 왔나？
30f81023ef	그런가.%b
2bbfe9e990	\n뭘 사겠나？
53b9726763	\n뭘 팔겠나？
b0b7f51000	팔 게 없는 것 같군.\n사람 바보 취급하고 말이야.
bedd8efd95	「%nS」인가？
9b33e55b02	그렇게는 못 들 텐데？
774e5bbf49	돈이 부족한 것 같군.\n정말, 헛수고만 시키는군！
f9a50c5e81	「%nS」를 팔겠다고？
d14704757c	다른 것도 팔 거야？
120e8812fb	아스카가 카달군을 해치웠대！\n　　　　　　　　　（야차조 야카츠）\n↑꺄악, 아스카 님, 멋져！\n　　　　　　　（하나조 쿠노이치 일동）\n↑우오ー, 아스카 님, 최고예요！\n　　　　　　　　　　　（츠키구미 일동）%b
92d6ef5597	천재는 잊힐 때쯤 찾아온다.\n　　　　　　　　　　　（호시조 오야치）%b
b76a960e09	오빠아.\n무사히 돌아와줘！\n　　　　　　　　　　　　　　　（요모기）%b
cf2c2cfb04	아, 간판 뒤에 뭔가 쓰여 있어？%b
d4e82a3fc2	이건, 시노비 문자다.\n근데, 글씨가 서투르네.%b
7eeee4a6b1	뭐지뭐지・。%b
dc1739a069	「간판은 앞면부터 볼 것」인가.\n애 낙서구먼, 이거.%b
8fa0a3363a	지진이 잦습니다！ 자기 전 불씨랑\n장롱 위에 둔 물건 확인을！ 　　　\n　　　（이가 마을 자치회）%b
d0a4a922d2	이가 최강 시노비라면 츠키구미지만,\n아무래도, 츠키구미 일당인 듯한\n시노비가, 닌자저택에 붙잡혀\n있다더라.\n　　　　　　　　　　　　（야차조\n야카츠）
ff86662bac	↑오빠아가\n동료를 저버릴 리 없잖아！\n　　　　　　　　　　　　　　　（요모기）%b
7b5147db87	츠키구미 두목, 비조 아스카가,\n리그로드에서 온 놈들이랑,\n어울린다더라.\n　　　　　　　　　　　　　（유키조\n카토오） ↑나도, 그런 것 같은\n놈들이랑 같이 있는 아스카를 봤어.\n　　　　　　　　　　　　　（하나조\n아오이）%b
7f06aa8434	닌자저택에 붙잡혀 있던 츠키구미가,\n아스카랑 리그로드에서 온 놈들한테\n구출됐다더라.\n　　　　　　　　　（야차조 야카츠）\n↑이가 최강 시노비, 아스카랑 동료들\n해냈구나！\n　　　　　　　　　（뇌음조 히데지）\n↑역시 두목！\n조속한 귀환, 기다리겠습니다！\n　　　　　　　　　　　（츠키구미 일동）%b
0082ea09df	비조 아스카 그놈,\n리그로드에서 온\n미녀랑 같이 있다잖아！\n신은 참 심술궂어어어어！\n　　　　　　　　　　　　　（유키조 카토오）\n\n↑질투 부리지 마！\n　　　　　　　　　　　　    （츠키구미 일동）\n↑오빠아 바보！\n더러워. 싫어！\n　　　　　　　　　　　　　　　（요모기）%b
5769d4dac9	관문에 카달 놈들이 진 치고 있어！\n조심해！\n　　　　　　　　　　　（호시조 오야치）%b
e6d4b69651	고죠 대교가 누군가한테 부서졌어ー！\n무모한 놈도 많다니까ー！\n                            （하나조 이세）\n↑그걸 한 건,\n분명, 우리 두목일 거야！\n                            （츠키구미 일동）\n↑오빠아.\n무사히 돌아와줘！\n　　　　　　　　　　　　　　　（요모기）%b
4d308a5031	폭탄이란 건, 떨어진 곳에서 터지니까\n편리하지.\n　　　　　　　　　　　　（야차조\n야카츠） ↑그렇지. 생각보다 먼 곳도\n공격할 수 있잖아. 같은 사거리라도\n배 정도 거리는 닿는 거 아니야？\n　　　　　　　　　　　　（뇌음조\n히데지）%b
4da0dfe587	아스카, 확실히 말해두겠는데.%b
08b1ace57d	언제까지고 떠돌지 말고,\n슬슬 정착하는 게 어때！%b
62ffc2c942	요모기가 불쌍하잖아.%b
c6c75bf445	꺅 지진이다아아아아앗！\n그거 세로흔들 가로흔들, 랄랄랄라ー.%b
52ea2b8857	뭐야, 동료를 팔아넘기다니,\n실망했어！%b
6134d65e68	아무래도, 아스카가 배신했단 얘긴,\n오해였던 것 같아.%b
7b94f87a24	미안해, 심한 말 해서・。%b
5084575a06	이 마을 동쪽에 나즈나 굴이 있어.%b
f87e147803	거기엔 주인 없는 뿌리 없는 식신이\n잠들어 있다는 전설이 있어.%b
29521c7790	운명의 사람을 만나기 위한,\n외톨이였던 거야, 인 거네！%b
cd76eda4d9	알았다, 알았어・。%b
afded00475	얘기는 들었어,\n아스카라면 분명, 세상을\n구해줄 거라 믿었거든.%b
d68d6db4cb	근데, 있잖아, 슬슬 세상을\n떠도는 일은 졸업하고,\n이가로 돌아오는 게 어떨까・。%b
1e1a94b88f	다들, 네가 돌아오길 기다리고 있어.%b
6f8c685018	대체 어떻게 된 걸까,\n세상은 어떻게 되는 거야！？%b
bff0acbad4	너한테 할 얘기 따위 없어.%b
9f0b693499	미안해.\n나, 널 오해했었나 봐.%b
3d7165e6fd	은신 도롱이 재로 모습을 지우면,\n적 공격 같은 건 스치지도 않아.%b
f3e29d8bae	역시 마법 공격은\n맞긴 하지만.%b
581fe93ada	매혹 기술은,\n이성한테 잘 먹혀.%b
03da770e39	그러니까, 매혹에 걸릴 것 같으면\n동성을 앞에 세우고 싸우면 좋아.%b
258273364a	・뭐, 가끔 다른\n취향인 사람도 있지만.%b
3d6891fa6c	아, 아스카 오빠다！%b
b207a94a59	나, 아스카 오빠 같은\n시노비가 될 거야！%b
01b871640a	있잖아, 꿈에서,\n커다란 구슬 같은 게 보였어.%b
e232551849	그게 엄청 싫은 느낌이야.%b
874d183d74	살아있는 걸 전부 싫어해서,\n무너뜨리려 하고 있어.%b
3b737e4292	아스카 오빠 바보！\n우릴 배신할 셈이지！%b
9748c298d0	아스카 오빠, 나, 믿었어,\n절대로 우릴 배신하지 않는다고.%b
0ff1a4fb71	할아버지한테 옛날얘기로,\n뿌리 없는 식신이 이가 동쪽 동굴에\n잠들었다고 들은 적 있어.%b
1cce071c02	그거, 귀여운 나즈나 얘기구나！%b
e84a4824f8	와, 식신을 데리고 있다니, 대단해！\n역시 아스카 오빠야！%b
fc25ead027	뭐래도 진짜 용기랑 실력을 가진\n사람을 고르려고, 괴물이 어슬렁대는\n동굴에, 스스로를 봉인했대.%b
9bb8d045b6	와아, 아스카 오빠다！\n카달을 해치웠다는 거 진짜야？%b
12275585f0	다음에, 그때 얘기 들려줘！\n남자와 남자의 약속이야！%b
b672227f56	세상은 없어져버리는 걸까・？%b
c39ba81e52	커다란 문어 타고 하늘 날 수 있으면\n좋겠다고, 생각하는데, 무리려나？%b
6c534020e5	그래서, 빨간 가면 쓰고,\n정의를 위해 싸우는 거야！%b
7c623d8dbd	할 얘기 같은 거 없어！%b
f804584495	혼자서 닌자저택에 쳐들어가\n동료를 구해내다니, 완전 대박이야！！%b
7884783db8	역시, 이가 최강의 시노비네！%b
ffc5e02330	새는 참 대단하지.%b
aa46b0ab6c	왜냐면, 우리가 떨어질 만한 곳도\n자유롭게 오갈 수 있잖아.%b
643c62ed96	나도 하늘을 날 수 있으면・。%b
5ee9d55a1e	꺄ー, 아스카잖아용.%b
eb8c062492	카달은 벌써 해치웠떠용.%b
27bcfc8930	언젠 여행 그만두고,\n여기 돌아온다구용.%b
b6f5f5fa5b	땅이 화나 있떠용.\n누가 세상을 더럽히려 하니까그렁용.%b
bb485c6180	흥, 여자 언제까지고 기다리게 하고,\n나쁜 사람이라구용.%b
4e30e80562	아스카 따위 싫어용.%b
63a04d0718	색시로 안 삼아줄 거니까용！\n메롱, 이다.%b
984dbafcee	역시 아스카는 동료를 배신할\n남자가 아니라구 생각했떠용.%b
8ea8aaa2bf	흥.\n내가 색시가 돼줄게용～.%b
5b4e47317b	전에 있잖아, 간판을 뒤에서\n읽으려는 사람이 있었떠.%b
366d03ce64	그래서, 간판 뒤에 시노비 문자로\n주의를 써놨떠용.%b
87ef3e559c	칫！\n또냐！ %b
6ca1e9c9be	잠깐만 기다려,\n아직 마을 사람들 상태를 못 살폈어.%b
0e8665c758	・무슨 소리야？\n이 마을은 아스카 고향 아니야？%b
01fbd00691	왜 그리 말들 하는 거야？%b
fccd42732f	이 마을에선,\n난 배신자 취급이야.%b
914cba5fff	가자, 동료를 빨리 구하고 싶어.%b
5242f03224	뭐야, 관두는 거야.\n다른 건？
de825699d1	으・응・。%b
4cdd45dd8e	이제 어떻게 할래？%b
74a40d70a3	지금 우리 적은,\n７인위원회란 걸 알고 있어.%b
125c7bc755	부탁이야, 다들！\n드래군의 안부가 걱정돼.%b
53506f2588	난 드래군에 가서 내 눈으로 아버님\n안부를 확인하고 싶어！%b
3e41124a89	괜찮지 않겠어？%b
26c1f5a83b	７인위원회를 쫓아오긴 했지만,\n놈들이 어디 있는지는 모르겠어.%b
30a9e3e2d9	적당한 데부터 알아보자고.%b
0b53a3026c	그저,\n그게, 드래군이란 것뿐이지.%b
3f7b81f69d	아스카・。%b
2f02991634	사양할 것 없어.%b
188a4c1919	원래 따지고 보면,\n뮤 나라를 돕기 위해 왔던 거잖아.%b
c5830d3200	시라나미・。%b
2ca122fd0f	너답지 않잖아, 뮤.\n평소 그 기개는 어디 갔어？%b
69e547f578	우리는, 널 따를 뿐이다.%b
dc8f437aa9	고마워, 다들！%b
a57adc4d88	미안해.\n익시즈・。%b
6e4d41f249	우릴 위해 애써줬는데.%b
a874d1b034	가자,\n우리 싸움은 아직 안 끝났어.%b
4c4df85521	・그랬었지.%b
622afa0667	여기서 익시즈 바라보고만 있어도,\n아무것도 시작되지 않아・。%b
14de4e1851	뮤, 가자,\n드래군성 사람들 안부가 걱정돼.%b
c9a158df75	응.\n가자, 드래군으로！%b
