key	files	bytes	chars	tokens	jp	ko
d98307e590	1	67	32	%b	年老いた両親と犬と猫と鶏と牛が、\nあたしの帰りを待っていますので。%b	
d98e1cff15	1	67	32	%b	お前には、このアレクトリア大図書館を\n継いでもらわなければならん。%b	
d9f8e3add3	1	69	32	%b %h	男は得意げに話はじめた。\n「ワシは魔帝に不死術をかけていただいた。%b%h	
dab7f94d38	1	68	32	%b	何世紀もの間、\n我々は苦労して様々な文献を調べ、\n解読し、分類した。%b	
dad1164a93	1	67	32	%b	ううん、いいの、カムイ。\nあなたの気持ちは、分かってるから・・・。%b	
dbd2cf8f7c	1	70	32	%b	・・・助けられなかった・・・。%b\nタタラも・・・\n村のみんなも・・・。%b	
dc523bba4e	10	69	32	%S %b	ついてるじゃねぇか。\nほら、賞金の%SGだ。\nどうだい？もう一回なんて。%b	
dde397f2d4	1	67	32	%b	だけど、７人委員会がいない今、\nいったい、誰がこんなことを・・・？%b	
de5d06cd8b	2	67	32	%b	７人委員会の野望を止めて下さい！\n私は引き続き次元の扉を守ります。%b	
e18c70b014	1	64	32		分身とともに敵を弾き飛ばす猛烈なパンチを、広範囲に振り回します。	
e2468bcb38	1	67	32	%b	あなたも美しくていらっしゃるが、\nミュウ王女の前では並ですよ、並。%b	
e40d172a6f	1	68	32	%z	%z何言ってるの！\nラスティが、ドラグーン王家の\nムコ養子になるんだよ！	
e4fb062bae	1	67	32	%b	いうても、これは、お兄ちゃんからの\nウケウリやねんけどな、アハハ。%b	
e56f4993ab	2	67	32	%b	７人委員会は倒したはずなのに、\nあいかわらずここのモンスター達は、%b	
e5e8b1db12	1	67	32	%b	それがしの記憶が確かならば、\nアレクトリア大図書館の地下閲覧室に、%b	
e7290849d1	1	65	32		お気に召しませんかのゥ、残念ですじゃ。\nほかに何か用はありますか？	
e791ff9dc2	1	67	32	%b	アスカが大切に思っているものを\n踏みにじるやつは許さないの、なの！%b	
e84a4824f8	1	67	32	%b	わぁ、式神を連れてるなんて、すごいや！\nさすがはアスカ兄ちゃんだ！%b	
e923ec97f8	1	67	32	%b	そもそも、アレクトリア大図書館は、\n過去の知識を保存すると同時に、%b	
e98fbfebbb	1	67	32	%b	しかし最近は、国民の意思とは離れた、\n独断的な政治を行っています。%b	
e9ed79f506	1	67	32	%b	そういえば、ここにはディアーネって\n腕のいい船長がいるって話だよ。%b	
ee48ac7ede	1	67	32	%b	では、村人達にこのことを話して、\n今すぐに村から逃げるしか・・・。%b	
f14292aceb	1	65	32		そんなに持てるのか！？\nムリはしない方がいいと思うぜ、ミュウ王女。	
f1bdda2758	1	67	32	%b	調和を捨て、混乱を選びし者。\nそれゆえ、死してなお、思いを残す者。%b	
f2b1a86850	1	67	32	%b	こんなことなら、ディアーネさんに\n待っててもらうんだったね・・・。%b	
f529cc1713	1	64	32		その切れ味の鋭さゆえに、人の血を吸う妖刀とまで呼ばれた名刀です。	
f7868f1c8c	1	67	32	%b	イクシーズ号を復活させるためには、\nガルマンオーブが必要だそうよ。%b	
f7c9e1421b	1	68	32	%b	じゃあ、目の前にいた、\nあの敵を倒したのも、\n幻覚だったっていうの？%b	
f804584495	1	67	32	%b	一人で忍者屋敷に乗り込んで\n仲間を助け出したなんて、すっげぇや！！%b	
f87e147803	1	67	32	%b	そこには主人を持たない根無しの式神が\n眠ってるって伝説があるのよ。%b	
f90f6b2334	1	67	32	%b	ドラグーンを解放する前は、\nオレ達のことを厄介者扱いしてたクセに！%b	
f98ebca2f1	1	67	32	%b	天才的な俺様には何でもないが\n一般人の皆にはせまい所なのだ～ゼー！%b	
fbef9b8d3c	1	64	32		魔法をお使いになる方のための帽子です。風の精霊が守ってくれます。	
fd34201cd5	1	68	32	%b	こういうことは、やっぱり、\nシラナミさんが\n詳しいんじゃないでしか？%b	
fdc51fbdea	1	68	32	%z	%zいいの。\nでも、忘れないで。\nあたし達の友情は、いつまでも変らない。	
fe7f22c602	1	67	32	%b	ハレハレガッコンなんて言葉は、\n美しい我々の言葉を乱すことですよ。%b	
00db6e0cd0	1	65	31	%b	ガルマンオーブのありかが分からないなら、\nグラビティの人達の話を%b	
020f6ca4bd	1	65	31	%z	%zもしケガしたらどうするの？\n僕、ミュウがケガするの見たくないよ。	
03b130406b	1	65	31	%b	なんかあるかと思って来たが、\nこれじゃ、調べることはできねえな。%b	
03fc3ca798	1	65	31	%b	今では、その金属が存在したことさえ\n知られていないのです・・・。%b	
0417b7e2eb	1	65	31	%b	大丈夫、お兄ちゃんは強いでし。\nそう簡単にやられたりしないでし。%b	
044fea41e3	1	65	31	%b	でも、魔法球を破壊すると、\nカオスの力が解放されるかもしれない。%b	
0601488a94	1	65	31	%b	そうか・・・この水晶は、\nこの世界とカカルクランを結んでるんだ！%b	
07bff42731	1	65	31	%b	志なかばにこの世を去った友に、\n味あわせてやりたかったのですが。%b	
082303b7d3	1	65	31	%b	何よ、ホコリだらけじゃない！\n掃除くらいしといて欲しいもんだわ。%b	
08b1ace57d	1	65	31	%b	いつまでもフラフラしてないで、\nそろそろ落ち着いたらどうなのよ！%b	
08c6ba95c1	1	66	31	%b	最近、シラナミは\nお仕事してへんみたいやけど、\nどないしたんやろ？%b	
0c68563143	1	65	31	%b	しかる後、カカルクランへと参る。\nラグロス、後のこと、任せたぞ！%b	
0f360966b3	1	65	31	%b	ええっと、それってつまり・・・\nもうしばらく協力しようってコト？%b	
132026c9d1	1	65	31	%b	それはゴジョウの町を中心に、\n悪い商人や役人から金品を盗んでは、%b	
141e3e618f	1	67	31	%b %h	私は、魔法力の根源というものに関して、\n次のように推察してみた。%b%h	
14205d968d	1	65	31	%b	ゲンユウサイってのは、結局、\n暴力で世界支配を企む独裁者なのさ。%b	
149076872a	1	65	31	%b	ゴジョウの大橋は壊されたけど、\n久しぶりに胸がスッとしましたわ。%b	
175700e8c3	1	65	31	%b	オルトマ中さがしても、\nディアーネにかなう船乗りはいないんだぜ。%b	
17a21887e4	1	65	31	%b	だが、７人委員会は・・・\nカオスの力を制御する方法を知ったのだ。%b	
18b32fd3f0	1	65	31	%b	東の森にはあんまり来たことないけど、\n水晶の輝きはおんなじだね。%b	
1b0573f3a4	1	62	31		高い確率で射手みずからの命を奪い取ってしまうおそろしい弓です。	
1b3c64d14b	1	65	31	%b	この氷の封印は、人が侵入することで\n破れるようになっていたのか！%b	
1b6b306f40	1	65	31	%b	いずれは消えていくもの・・・\n遅いか早いか、それだけのことです。%b	
1c4b87e095	1	65	31	%b	それにオレは、今回の件で、\nミュウ達に借りができちまったんでな。%b	
1ee2df128d	1	62	31		味方キャラクターの受けたダメージを２００ポイント回復させます。	
1f7b747adf	1	65	31	%b	ゲテン城は、歴代のゲンユウサイが\n居城にしたことで知られる城さ。%b	
20283e78ea	1	65	31	%b	港町ポポロンか・・・。\nそれって、どの方向へ向かえばいいのカナ？%b	
25ef7f482f	1	65	31	%b	お前が安心して暮らせるように、\n悪い奴等をやっつけてくるのでし。%b	
26447853f7	1	63	31		見つからないようにすれば、\n町の中を見て回ることもできそうだよ。	
265b54eee4	1	65	31	%b	これはこれは、ミュウ王女・・・。\n竜騎士にして、ドラグーンの華。%b	
27510d86ad	1	65	31	%b	レジスタンス狩りのせいで、\nこの町の住民も随分入れ替わりました。%b	
28c45eec19	1	65	31	%b	約束では、お互い協力するのはここまで\nという取り決めでしたわね。%b	
2af35a973b	1	65	31	%b	わぁ、大きな石像だねぇ。\n一体、どういう材料でできてるんだろう？%b	
2b0ec62e7c	1	65	31	%b	自分は行ったことはないが、\nヤマタイにもヒガタって港町があって、%b	
2bf5cc5178	1	65	31	%b	ここには【天邪の鏡】が\nぴったりはまるようになってるようなのね。%b	
2cb4ac2155	1	65	31	%b	あの美しさに魅せられ、ひたすらに、\nカタナを作り続けたが・・・。%b	
2de9a02d63	1	65	31	%b	あれだけひどい仕打ちを受けたのに\nそんなすんなり許しちまうのか！%b	
2e738fc56b	1	65	31	%b	確か、リグロード戦役で\nエヴァン様と共に戦った古代遺跡の番人だ。%b	
2ee34a5dac	1	65	31	%b	他人から与えられた平和なんて、\n簡単に他人に奪われちまうからね。%b	
34a6963b95	1	66	31	%b	この天変地異が、\n自然の力によって\n引き起こされたとは思えないよ。%b	
34d4322ba9	1	65	31	%b	こういうのは、オレじゃなくて、\nシラナミが得意なんだがな・・・。%b	
34d91dff31	1	66	31	%b	その顔は、\n子供にそんなことが分かるのか、\nと疑っているでちゅね？%b	
353b441db7	1	62	31		聖なる力を宿した美しい兜です。もちろん防具としても一級品です。	
35ae205d1c	1	65	31	%b	そうしておいて襲って来るらしいから、\n気をつけたほうがいいわよ。%b	
35bfd67116	1	65	31	%b	あちこちで反抗してる奴らもいるが、\n何せカダール軍の方が大軍だ。%b	
35c3162544	1	65	31	%b	キサマらの目的は何だ！？\nどうしてボク達の国を襲ったりしたんだ！%b	
3768c72b51	1	65	31	%b	難しくはあったが、学者としての私は、\n何よりも研究を愛していた。%b	
37814199b4	1	65	31	%b	歴史ってのは不思議なもんだね。\n何もない数世紀が続くかと思えば、%b	
38c889e035	1	66	31	%b	あ、わかった、\nさてはユーカリさんに\n贈物でもしようって魂胆だな！%b	
3aa7bd0818	1	66	31	%b	そないなワケで、\nカダールの連中がいてる今は、\n何も言えへんねん。%b	
3cefdc8bd9	1	65	31	%z	%zガルザード様、こやつらに言葉は不要。\nただ、力でねじふせるのみ！	
3d3df1c69b	1	63	31		いらっしゃいませぇ。\nこれはミュウ様、どういったご用でしょうか？	
3e4db176e2	1	66	31	%b	カダール軍の奴ら、\nリグロードに伝わる伝説を\n研究してるらしいよ。%b	
3fb6b7ad28	1	65	31	%b	だが、それもこれも、私という人間の\nもう一つの素顔に他ならない。%b	
3fc0803e05	1	65	31	%b	せっかく訪ねてもらいましたが、\nすぐに旅だっていただきましょう。%b	
40df49c4a8	1	67	31	%b %h	大地のプラナーを吸収し、\n背骨にそってプラナーをチャクラに注ぐ。%b%h	
42ac196a47	1	65	31	%b	あそこまでたどりつけば\n外に出られるってこと、教えてあげないよ！%b	
45e912d8b1	1	65	31	%b	そんで、秘義っていうのは、\n砲術のことなんだって、すごいでしょ！%b	
47de47dffb	1	65	31	%b	その後、あなたの仲間捜しに\nつきあってさしあげてもよろしくてよ。%b	
492797b0b1	1	65	31	%b	何か仕掛けがあるみたいだけど、\n今は打つ手がないみたいね・・・。%b	
4aebfa04d8	1	65	31	%b	ドリームラビリンスに入ったものは、\n２度と出られなくなるそうよ。%b	
4d226bf6f8	1	65	31	%b	レジスタンス粛正で逃げ出した人達も、\nぼちぼちかえって来てるゼ。%b	
4d989c257c	1	66	31	%b	ガルザードを倒して、\nヤマタイとリグロードに\n平和を取り戻すんだ！%b	
4dc49e4dc5	1	66	31	%b	この扉を開ければ、\nカムイコタンの人達を\n助け出すことができるゼ！%b	
5029043c6d	1	65	31	%b	ラスティは大丈夫だよ。\n今は疲れてるだけで、ぐっすり眠ってるよ。%b	
5090a740cf	1	65	31	%b	つい、うっかり、クィーンズランド王夫妻を\n殺してしまうほどにね。%b	
52b87a43a8	1	65	31	%b	女だからとか、王女だからとか、\nそういうことは関係ございません。%b	
5360e2830b	1	65	31	%b	どこかで必要になるかもしれないよ。\nその時のために持っておこう。%b	
538cc00c11	1	66	31	%b	マラカイトは、\nアレクトリア大図書館の地下通路に\n隠されてたのか。%b	
546e62d6ee	2	65	31	%b	乗るだけなんて言わずに、\n出来れば操縦をお願いしたいぐらいだよ。%b	
5872b67bcd	1	65	31	%b	カムイコタンの神々も・・・\nきっとそれを望んでらっしゃる・・・。%b	
5a6d3d2a31	1	65	31	%b	カダール軍の居城を汚すドブネズミ共め！\nつまみ出してくれるわっ！%b	
5ab344b951	1	67	31	%b %h	我々の属するこの世界とは、\n属性の異なる世界に源を持つ力がある。%b%h	
5b92878adf	1	65	31	%b	確かに、戦って彼女を助けるしか\n方法はないのかもしれない・・・。%b	
5c83bd5dd9	1	65	31	%b	カオスゲートが使えないとなれば、\nあなた達の足もにぶるでしょう。%b	
5dedca7f3f	1	65	31	%b	ア～ちゃんが行くっていうんなら、\nもちろんあたしも一緒に行くよ！%b	
5e1718cd04	1	65	31	%b	なるほど、「イクシーズ構造論」を\n読んでいただいたとは話が早い。%b	
5e63511a63	1	66	31	%b	言い伝えによれば、\n熱き死の砂、ふみしめ行くべし、\nと、あります。%b	
5ea3020cae	1	66	31	%b	ヤマタイでの追加イベントを\n通ってきたように\nフラグ変更しました。%b	
63ae17b768	1	65	31	%b	結局のところ、強さ言うのんは、\n心のありようと違うやろか・・・。%b	
65e625ad2b	1	65	31	%b	あの泣き虫で有名だったラスティ王子が、\n今じゃ救国の英雄だとさ！%b	
66a5b86d88	1	65	31	%b	そちらの戦列に加わらない人を、\nこちらに帰していただけませんか。%b	
6862d236e4	1	65	31	%b	東方の不思議な力を持つ天女の羽衣とは、\nどんなものなのでちゅか？%b	
68aca43ee3	1	65	31	%b	おっと、答えを言わないでくださいっスよ。\nあててみせますからね。%b	
690d80c740	1	65	31	%b	その前にあなたは委員会への\n反対運動をしていたではありませんか。%b	
6ace1b60db	1	66	31	%b	伝説の剣といえば、\n【桜吹雪】っていう伝説の刀が\nあるそうですね。%b	
6b8a0595ea	1	65	31	%b	そんな言い方しないでよぉ。\nもう会えないみたいじゃないの・・・。%b	
6c580eb8e6	1	65	31	%b	船乗りとしてのあなたのウワサは、\nドラグーンでも耳にしています。%b	
702880a0a5	1	65	31	%b	しばらくのお別れだから、\n一番いい顔でいたかったんだけど・・・。%b	
703283f5d2	1	65	31	%b	うん、確かにカギがかかってる。\nこれはあたしには開けられないよ。%b	
705c70dfb8	1	65	31	%b	ここには【蓬莱の珠】が\nぴったりはまるようになってるようなのね。%b	
72be704c32	1	65	31	%b	本当、どうしようかと思ったけど、\n住めば都とは良く言ったものさ。%b	
73429737fa	1	37	31		視点４-------------街視点------------	
7519b2e3ec	1	65	31	%b	・・・用もないことだし、\nジャマしちゃ悪いから、このまま帰ろう。%b	
75ef4290d3	1	65	31	%b	お前と共に戦いたい、力になりたい、\n助けたいと思っているからさ。%b	
770e219cf6	1	65	31	%b	そうすれば、橋がなくても、\n向こう側に行って敵を倒せるってわけ。%b	
77c855817b	1	65	31	%b	なんでも聞いたところでは、\nクリカラがカダールに襲われたらしい。%b	
7853288bc6	1	65	31	%b	たとえ世の中が平和になっても、\nあの人の行方は分からない・・・。%b	
78fa13c5a1	1	65	31	%b	ここの本の中に、イクシーズの修理方法が\nきっと書いてあるはずだ！%b	
7a61f9960c	1	65	31	%b	ホークアイから聞いたところだと、\n弟のファルコは、古代魔法技術、%b	
7b79179ef2	1	65	31	%b	まさか本物がこんな田舎を訪れるとは\n露知らず、失礼いたしました。%b	
7be9ff01c4	1	65	31	%b	ああ、あの甘い記憶に、\n豊満な胸はドキドキしてしまうの、なのね！%b	
7ea8a5b7fb	1	65	31	%b	盗賊の金貨投撃の技は、\n金貨を投げつけて攻撃する技なんですって！%b	
827cb12f1c	1	65	31	%b	それとも、他の武闘司書官を呼んで、\n力ずくで排除されたいのか！？%b	
835b4d190a	1	65	31	%b	ま、何にしろ、今は海賊じゃなくて、\nまっとうな船乗りですけどね。%b	
835dfd5c42	1	66	31	%b	俺ッチの村を\n消滅させようとした借りを\n今こそ、かえしてやるでし！%b	
8602e4f5a5	1	65	31	%b	イクシーズって言う古代の船に乗って、\n空を飛んできたんだ・・・。%b	
875b010174	1	65	31	%b	なんでも本の持つ特殊なパワーを引き出して\n攻撃するんだそうだぜ。%b	
87946119dc	1	65	31	%b	・・・恐らく、７人委員会が残した恨み、\n悪意、そういった思念が、%b	
89982680b9	1	65	31	%b	いかんいかん、しっかりしなければ。\n美しい言葉が失われてしまう。%b	
8999c2fb3c	1	65	31	%b	いずれはリグロードやヤマタイとも\n交易を始めたいと考えています。%b	
8b1754485e	1	65	31	%b	キミにドラグーン救出のための\n援軍をお願いに来たんだけど・・・。%b	
8bd58de4b7	1	66	31	%b	この扉を開ければ、\nカムイコタンの人達を\n助け出すことができるよ！%b	
8d13e04cea	1	65	31	%b	大地の叫びが通れるようになったんで、\nコルベの村に行ってきたよ。%b	
8d16a65d52	1	65	31	%b	これは・・・一体、何ですの？\nわたくしにもまるで分かりませんわ。%b	
8efa51a6de	1	65	31	%b	それじゃまるで、ア～ちゃんが考えなしの\n戦闘好きみたいじゃない！%b	
8f002aa1a4	1	65	31	%b	ホウショウ院を仕切ってる怪物は、\nいっぴきだけじゃないみたいや。%b	
8f15b3462b	1	62	31		黒い鳥が舞い踊り、世界を覆い尽くした後に消え去る暗黒魔法です。	
8f4b305aca	1	63	31		お金が足りないようだね。\nお金の都合がついたら、また来ておくれ。	
90613b80bf	1	65	31	%b	せめて、あいつに、たった一言、\n愛してると伝えられたなら・・・。%b	
929043877a	1	65	31	%z	%z・・・あのなぁ・・・。\nおまえら、本当にオレについてくんのか！？	
9479040bcb	1	65	31	%b	おいおい、どうなってんだ、\n世界は平和になったんじゃないのかよ！%b	
950ba59420	1	67	31	%b %h	カダールを治める最高機関は、\n７人委員会と呼ばれる政府機関です。%b%h	
951ab4442f	1	62	31		味方キャラクターの受けたダメージを４００ポイント回復させます。	
9636f59e2e	1	67	31	%b %h	他の大陸より離れているためか、\nあまり交易が盛んではありません。%b%h	
9672efbc79	1	65	31	%b	な、なぁに、大したことじゃない、\nそのうちおさまるはずさ・・・。%b	
96c128a4bb	1	65	31	%b	一番に当店をお訪ねいただいたわけですか、\nありがとうございます。%b	
9889736efc	1	65	31	%b	ええか、まずあんたらが、今みたいに\nヤマタイにいてるんやったら、%b	
98c4210ad2	1	65	31	%b	これほどの異変がおきるとは\n一体どんなことが原因なのでしょうか。%b	
9c0b4b50a9	1	65	31	%b	そのようなことを拙者に教え、\n何をさせようというのでござるか？！%b	
9c968fe152	1	65	31	%b	どうやら、ケガをして動けないらしんいだ。\n手紙を預かってきたよ。%b	
9e671932be	1	65	31	%b	商売しようと思って、ヒガタから\nリグロードに渡ったはいいものの、%b	
9f3c47f780	1	65	31	%b	後から割り込んできたって、\nふたりの間に入りこむ隙間はないわよ！%b	
9fecb5e8a9	1	65	31	%b	この上は、いかなることがあろうとも、\nミュウ殿に協力いたす所存。%b	
a06a507437	1	64	31		金が足りなきゃ売れないぜ。\nこっちも商売だからな。\n悪く思うなよ。	
a077596192	1	66	31	%b	そないなワケで、\nカダールの連中がいてる今は、\n何も言えしまへん。%b	
a09ebe3484	1	65	31	%b	それよりも、ここから出よう。\nみんなの家族も心配しているだろう。%b	
a69d878104	1	65	31	%b	ははぁーん、さては、ドラグーンの竜騎士が\n訓練でもしてるんスね？%b	
a9dcdd7821	1	65	31	%b	まだ長老様に会ってないんだったら、\nぜひ、会ってやって下さいよ。%b	
aa463a37fe	1	66	31	%b	されば、長居は無用！\n残党をけちらして、\n出口へ進むのみでござる。%b	
aa7a5562e0	1	65	31	%b	今はまだその時ではないけれど、\n必ず、再建しますよ、ヘクター様。%b	
abb98ee414	1	65	31	%b	つつましく生きる人々の、\nささやかな平和を乱したのは、おまえか！%b	
ad65ddf0e1	1	65	31	%b	お礼は、リグロードを助けに\n来てくれることで帳消しにしてあげる！%b	
ad97495ea1	1	65	31	%b	そんなモンがあるんなら、\nオレ達の協力なんか必要ねぇじゃねぇか。%b	
adeef31004	1	65	31	%b	口はばったいようでござるが、\n拙者の弟ファルコは、古代魔法技術、%b	
afe34439c5	1	65	31	%b	明らかに何者かが放火したのでし。\nたぶん、カダールの奴らでしよ。%b	
b403e60360	1	65	31	%b	なんでも、悪い奴から盗んだ金を\n貧しい人達に与えているらしいよ。%b	
b6270c1bac	1	65	31	%b	おや、ホークアイじゃないか。\nその後、弟の行方はつかめたのかい？%b	
bada8a7abe	1	65	31	%b	古代の資料でもないかぎり、\n新たな技を生み出すのは至難の技だな。%b	
bb98b135e1	1	65	31	%b	カオスゲートの移動には、\nゲートキーと呼ばれるアイテムが必要だ。%b	
bc6246a2f0	1	65	31	%b	それには、時々気付いてたよ。\n特に、そんな風に胸を張った時とか。%b	
bd35da1f6c	1	65	31	%b	注意力を最大限に引き出せ！\nでなきゃ、生き残ることはできねぇぜ！%b	
bee214c3d3	1	65	31	%b	なんなら、私が適当に、活きのいいのを\n見繕って参りましょうか？！%b	
bf3efa45cd	1	66	31	%b	今は、古代遺跡にて\n弟ファルコの所在を\n確認するのが急務でござる！%b	
bfab599b8f	1	65	31	%b	あんた達をリグロードに送るため、\nこのヒガタで待とうとしたのさ。%b	
bff90909ce	1	66	31	%b	これ以外にも、\nわたくしの知らない出口が\nあるかもしれませんわね。%b	
c0659f4c2f	1	65	31	%b	ったく、ミュウ様がオレ達のことを\n見捨てるワケが無いじゃないか。%b	
c1fcbf9183	1	65	31	%b	とりわけ、空飛ぶ船については\n大陸屈指の学者だったってことだし。%b	
c467c19a16	1	63	31		おやめにならはるんですね。\nほな、ほかにご用はございますやろか？	
c493eec6e6	1	66	31	%b	この島のどこかに、\nアローストーンが\nあるっていうんだけど・・・。%b	
c5d5bf3e7d	1	65	31	%b	それを調べる手っとり早い方法は．．．\n実際に入ってみることだな。%b	
c5ef3f4b2f	1	64	31	%b	ああ、まさに古代魔法文明の粋が、\n今ここにあるのですわ・・・。 %b	
c8cfa90f22	1	65	31	%b	我ら、なんじに死を与えまじ。\n我らと共に永遠の責め苦を負うべし！%b	
cb049f4922	1	66	31	%b	・・・なるほど、\n積もり積もった恨みを\n晴らそうというワケですな。%b	
cf1bd2ada3	1	62	31		その名のとおり、かみかざりです。女性の方のみご使用になれます。	
cf2df99338	1	65	31	%b	今、ゴジョウの話題は何といっても、\n女義賊のシラナミのことやね。%b	
d0c8e31a10	1	64	31	%b	もう一度グラビティの町で人々の話に耳をかたむけてはどうかしら？%b	
d32ffc972b	1	65	31	%b	沢山の罪もない人々を傷つけた代償を、\n今ここで支払ってもらうッ！%b	
d340d96a69	1	65	31	%b	７人委員会様に盾突く奴らがいるらしい。\nなんてバカなんだろうね。%b	
d3a6d7fd38	1	62	31		聖なる光につつまれた矢で、闇を射ちくだく力があると言われます。	
d61f1b9bb5	1	62	31		この術を受けたものは攻撃力などが下がり、弱くなってしまいます。	
d705b61d24	1	65	31	%b	【ヒヒイロカネ】を扱える、\n優秀なカタナ職人がいればいいんだが。%b	
d7d700d41f	1	65	31	%b	魔法球は、もともとカオスの力を封じ込めて\nいたものなのでしょう？%b	
d98b69299d	1	66	31	%b	世界の平和なんて、\n普通の女の子が背おえるほど\n軽いものじゃない。%b	
db69daa130	1	65	31	%b	何かあるって言っても、\nこの谷を渡れなきゃ、確かめようがないね。%b	
dbe14882f2	1	65	31	%b	ようし、俺様が、７人委員会の野望阻止を\n手伝ってやるのだ～ゼー！%b	
dc24a90855	1	65	31	%b	光なす翼の力を悪用する者のないよう、\nそれを守るのが我らの使命。%b	
dc54d964b2	1	65	31	%b	・・・どうやら、このくぼみに\nガルマンオーブを置くようでしてよ。%b	
dddb37a2c2	1	65	31	%b	何をやってるかは知らないが、\nおおかたロクでもないことだろうよ。%b	
e04aebcdba	1	66	31	%b	次元の扉というのは、\nカカルクランとかいう\n異世界へと通じる扉で、%b	
e0c8ac1db1	1	65	31	%b	７人委員会の暴走を止める抑止力として\n組織された独立機関のはず！%b	
e301724276	2	65	31	%b	女性の行く手をふさぐとは、\n礼儀を知らないにも程がありますわね。%b	
e33362f4bc	1	62	31		大地の精霊の力を受け、魔法に対する力を高めた戦士用よろいです。	
e3d024e688	2	65	31	%b	もうしばらく待つけど、\nあたいもそんなに気が長い方じゃないんだ。%b	
e44fc6ea3e	1	65	31	%b	グラビティの長老が書いた\n「イクシーズ構造論」という本がござる。%b	
e513d09f7d	1	65	31	%b	確かに、【ヒヒイロカネ】なんだが、\nこのままじゃ使えない・・・。%b	
e8c2bbabfa	1	65	31	%b	奴らにはこの借りを必ずかえして、\nギャフンと言わせてやるでしよ。%b	
e8e6d28464	1	65	31	%b	でも、こんなところに置いておいたら\n他の人の迷惑になるでしょう？%b	
eabf2e5839	1	65	31	%b	世の中は平和になったようだが、\n俺の傷はちっとも直らない・・・。%b	
ebed689c51	1	65	31	%b	彼らは、制御できると思っているようですが\nカオスの力は強大です。%b	
ec2ecd91ed	1	65	31	%b	・・・カダール軍に占領されたと聞いて、\n覚悟はしてたけど・・・。%b	
ed2bdc45d3	1	62	31		ウロコの形をした金属片をつなぎ合わせた戦士のためのよろいです。	
f12bacf7dd	1	66	31	%b	汝らならば、\nきっとそのカギが必要となる場所を\n捜しだすであろう。%b	
f47e2b924b	1	62	31		味方キャラクターの受けたダメージを１００ポイント回復させます。	
f50cf2f274	1	65	31	%b	あんなのより、ままごとのほうが\nずっとずっと面白いのにィ・・・。%b	
f690bd0255	1	65	31	%b	ここオルトマと同じように、\n船を使った商売でにぎわってるらしい。%b	
f8124aa4b8	1	65	31	%b	まぁ、正直に言って、\nあんたの親父の言ってることは気に食わねぇ。%b	
f8a9237502	1	66	31	%b	おお、これこそが、\nイクシーズの船体を成している鉱石\nマラカイト！%b	
fea2af016d	1	65	31	%b	ちょいと説明しておくが、\nここは昔から怪物のたまり場になってる。%b	
ff183f16eb	1	65	31	%b	ミュウ、カダールが攻めてきたこと、\n町のみんなに知らせるのかい？%b	
ff42d129c1	1	65	31	%b	ここにくる途中で見えたあの町、\n確かザルマとか言う町だったよな？%b	
ff44ebc103	1	65	31	%b	ホークアイから聞いたところでは、\n弟のファルコは、古代魔法技術、%b	
ff7cecfc3d	1	65	31	%b	敵はまっさかさまに滑り落ちて\n大ダメージを受けるにちがいないよ！%b	
003501543f	1	63	30	%b	気を付けるのだ～ゼー！\nこのフロアには仕掛けがあるのだ～ゼー！%b	
00625bd117	1	63	30	%z	%zでは、さらばだ、我が友よ！\n再びあうことを楽しみにしているぞ！	
00a381b1be	1	63	30	%b	元気だった主人の姿はなく、\n整理されていた店内は見る影もない。%b	
02c94cdf76	1	64	30	%b	本当だったら、\n遊んで暮らせるだけの財産が\nできるんだけどねェ。%b	
03754de164	1	63	30	%b	戦争は何も生まないってこと、\nどうしてわかんないのかね・・・。%b	
03b607d062	1	63	30	%b	ベルセター著、冒険活劇剣豪伝\n「美少女剣士、黒の雷光」第１話。%b	
04be8f6fc9	1	63	30	%b	そして、リグロードにおるとすれば、\n東か西に向えばヤマタイに、%b	
04dee261e3	1	63	30	%b	この次元の扉を通ることで、\nカカルクランに行くことができます。%b	
05cd92842d	1	63	30	%b	わらわに無断でおぼろ谷に入り込むとは、\n一体どこの愚か者じゃ！%b	
070b4551e5	1	65	30	%b %h	そして、リグロードにおるとすれば、\n東か西に向えばヤマタイに、%b%h	
0717401bd0	1	63	30	%b	止められるものなら、止めてみろ！\n倒せるものなら、倒してみろ！%b	
093b2f4232	1	63	30	%b	ふーむ、この跡からすると、\n火事か何かがあったようだが・・・。%b	
0b557b3edb	1	63	30	%b	俺の師匠の師匠にあたる人が、\n作り上げた名刀【桜吹雪】・・・。%b	
0b7d3782ca	1	63	30	%b	ほんま、どっかの誰かが、\nアイツらをやっつけてくれへんやろか。%b	
0d95298aab	1	64	30	%b	少なくとも、\nワガママで気が強いこと以外は、\n良い王女様ですわ。%b	
0dd6eaeeb3	1	63	30	%b	でも、今は壊れていますわ、\nとても飛べそうにはありませんのよ。%b	
0e6be1c416	1	63	30	%b	自分でぬれぎぬを晴らすなんて、\nさすがはイガ最強のシノビよね！%b	
0f1f85897f	1	63	30	%b	おお、客人が尋ねてくるとは、\nなんともひさかたぶりの事じゃな。%b	
10084e7db0	1	63	30	%b	伝説のっていうぐらいだから、\n相当ウデのたつ魔導士なんでしょ。%b	
112014b148	1	63	30	%b	何もかも破壊してやる！\n私こそが永遠に世界の支配者になるのだ！%b	
13f711beba	1	63	30	%b	恋人をヒガタに残してきちまったが、\n無事でいるだろうか・・・。%b	
