chars	files	first	text
44	1	/KM10.MAP	オレは魔法にゃあんまり詳しくないんだが、あんなに連発してちゃ、体が持たないんじゃないか？
44	1	/KM00.MAP	熱を加えてやる必要があるんだが、ウチの炉じゃ、こいつを扱えるほど温度を高くできないんだ。
44	1	/IG00.MAP	カムイコタンには、独特の宗教があって、大自然の全てのものに神が宿ると、考えてるんだって。
44	1	/IG00.MAP	結界洞を越えて、裏ヤマタイ側に行くことができたら、港町ヒガタに行ってみるがよろしかろう。
44	1	/WR00.MAP	この俺様という天才がいれば、カダールのヘナチョコどもなんぞケチョンケチョンなのだ～ゼー！
44	1	/WR00.MAP	それに、鷹人がこのような言葉を使えば、会うた人には忘れえぬ衝撃を与え、商売繁盛でござる。
44	1	/WR00.MAP	まず、ならず者どもからオルトマを救い、【真実の指輪】を手に入れることこそ先決でござろう。
44	1	/WC00.MAP	どんなに小っぽけな人間でも、他人の犠牲になって当り前なんてことは、絶対にないんだからね！
44	1	/WAZAHELP.MSG	円形に凍てつく衝撃波を振るい攻撃します。1/4の確率で凍結させます。対空攻撃が可能です。
44	1	/DIARY.MSG	　ディアーネもファルコも、このイクシーズ号に乗っていられるだけで幸せという顔をしていた。
43	1	/BL00.MAP	経験の少ない方、怪我をしている方など、少しでも不安な要素がある方は入らないでください。
43	1	/QH01.MAP	言ったな！・・・でも、そうだね。子供のころから、キミには、本当に意地悪ばっかりしたね。
43	1	/OT01.MAP	だったら教えてくれよ、突然、リグロード大陸を分断した、にじ色をした光の壁は何なんだい？
43	1	/ZM01.MAP	金が足りないようだな。いくら姫様でも、こちとら生活かかってんだ。悪く思わないでくれよ。
43	1	/MP01.MAP	こうして、リグロードサーガの名で伝えられる英雄達の物語が、今、再び、幕を上げる・・・。
43	1	/ES00.MAP	たしかに、美しくはありますけれど、古代の人々は何のためにこんなものを作ったのでしょう？
43	1	/IZ00.MAP	アローストーンは、どうやらサモサにあるようなんだけど、どうすればサモサに行けるのかな？
43	1	/ZM00.MAP	だけど、ヤマタイへ向かう理由をザルマの町民達に説明しては、恐慌状態になると思ったんだ。
43	1	/ZM00.MAP	カダールの奴らの目的は知らねぇが、クィーンズランドの国境のあたりを吹き飛ばしやがった。
43	1	/ZM00.MAP	ミュウ様がリグロードを後にしてから、カダールのヤツらによって、占領されちまったんです。
43	1	/ZM00.MAP	しっかし、ひんぱんに起こるこの地震は何か良くないことの前触れじゃなきゃいいんですがね。
43	1	/KR00.MAP	幽玄の森ってのは、湖をはさんでクィーンズハートの南に位置する広大な森のことなんだって。
43	1	/JG00.MAP	ミュウ、ありがたく言葉を受けようよ。僕達は、それにふさわしいことをなしとげたんだから。
43	1	/JG00.MAP	この荒れ果てた土地と、破壊され尽くした国々をもとに戻すには、オレ達の力は役に立たない。
43	1	/AT00.MAP	カダールには、国中で最も優秀な魔導士からなる、７人委員会と呼ばれる政治機関があります。
43	1	/AT00.MAP	魔法という力を持つ者の一人として、その力の根源たる部分を私なりに解き明かさんと考える。
43	1	/AT00.MAP	魔法力の根源は、この世界を構成する属性と異なる資質を持ち合わせているように感じられる。
43	1	/GB00.MAP	伝説の魔導士と呼ばれた人々の中でも最もウデが立つと言われるのが、天才大魔導士キングさ。
43	1	/GB00.MAP	賢者ウィスコをはじめとする、強力な魔法の使い手は、「伝説の魔導士」と呼ばれているのさ。
43	1	/GB00.MAP	もともと祭壇に捧げられていたガルマンオーブは、７人委員会によって持ち去られてしまった。
43	1	/NT20.MAP	・・・と言いたいところですけれど、ドラグーン竜騎士の力が借りられるとなれば別ですわね。
43	1	/CK00.MAP	イニシエの技術を提供するよう命令されていたのでしが、俺っチが拒否してやりましたからね。
43	1	/MH00.MAP	リグロードからやってきた竜騎士が、カダールの連中をやっつけたってウワサは本当なのかね。
43	1	/MH00.MAP	そんでもって、これがまた、船長なんかにしとくのはもったいないくらい、いい女なんだとよ。
43	1	/MH00.MAP	わたしってば不幸だわ。このまま恋もしらずに死ぬのよ。美人は先が短いって本当だったのね。
43	1	/GM00.MAP	えらそうにしてたくせに、リグロードから来た竜騎士の一行にやられて逃げ帰ったちゅう話や。
43	1	/GM00.MAP	ボクはまだ子供やから、闘技場には出られへんねんけど、大きなったら、絶対に出場すんねん。
43	1	/GM00.MAP	まず、お金をカジノ専用コインに両替しておくのよ。じゃないと、ゲームには参加できないわ。
43	1	/NJ10.MAP	部下を助けることで、キミのぬれぎぬは晴れたんだから、胸を張ってイガに帰ればいいんだよ！
43	1	/NJ10.MAP	カダールって国のガルザードってぇ奴が、ヤマタイばかりでなくリグロードも占領しやがった。
43	1	/NJ00.MAP	まぁ、ミュウは、【竜変化】で竜になって飛んでいれば、投げ技をくらうこともないだろうが、
43	1	/IG00.MAP	港町ヒガタは、ヤマタイの海の玄関口とも呼ばれるように、海運が盛んな町じゃったが・・・。
43	1	/IG00.MAP	アスカの父親は戦死したとかで、あの若さでイガ最強のシノビ集団、月組の頭領になったのよ。
43	1	/IG00.MAP	関所にカダールの奴等が詰めてるぜ！気をつけな！　　　　　　　　　　　　（星組オウヤチ）
43	1	/NZ00.MAP	そんなわけで、昔から、根無し式神が眠る場所ってのは、怪物達の大量発生場所でもあるのさ。
43	1	/WR00.MAP	カダール軍によってリグロードがほぼ制圧されたということを表しているのではないだろうか？
43	1	/WC00.MAP	館長が行方不明の今、あなた様までいなくなったかと思い、図書館の今後を考えておりました。
43	1	/WY00.MAP	そしたら、カダールの奴らに船を接収されちまって、その上、町から追い出されちまったのさ。
43	1	/WY00.MAP	なんとか、カダールの連中の隙をついて船を取り戻そうとしてるんだけど、見張りが多くてね。
43	1	/WAZAHELP.MSG	敵の集団にスモールの魔法効果をもつ鳴き声を浴びせます。1/8の確率で敵を縮小させます。
43	1	/WAZAHELP.MSG	味方キャラクターのステータス異常を回復させると共に、ＨＰを３００ポイント回復させます。
43	1	/WAZAHELP.MSG	その圧倒的なまでの聖なるエネルギーの前に、聖なる力に弱い者達は滅び去ることになります。
43	1	/ITEMHELP.MSG	頭にかぶることで暗黒の力から身を守るはたらきを強めます。女性の方のみご使用になれます。
43	1	/DIARY.MSG	順風満帆、　すべてこの世は　　バグもなし。　　・・・と日記には　　　　　書いておこう。
42	1	/ZM01.MAP	ふらふら出歩いておられずに、お城にお戻りになって、ゆっくりと休まれてはいかがですか？
42	1	/RS01.MAP	【保護シールド】があれば、敵の攻撃から受けるダメージをかなり減らすことができるから。
42	1	/RS01.MAP	う、うわぁ・・・強そう・・・。ね、ミュウ、やっぱ、やめとこうよ！ケガしたら大変だよ！
42	1	/RT20.MAP	カオスゲートを使えば、リグロード、ヤマタイ、カダールの間を、一瞬で行き来でき・・・。
42	1	/RT20.MAP	ホークアイの弟ファルコを捜し出せば、イクシーズを再建することも、夢じゃありませんわ！
42	1	/RT20.MAP	ホークアイの弟ファルコを捜し出せば、イクシーズを再建することも、夢じゃないんでしね！
42	1	/QH00.MAP	他の人はどうか知らないけど、あたしは、あの王子にゃ見所があるとずっと思ってたんだよ。
42	1	/IZ00.MAP	さすれば、イクシーズの修理に必要な品について、はっきりとしたことが分かりましょうぞ。
42	1	/IZ00.MAP	必要な物をお持ちいただいたあかつきには、必ずやイクシーズを復活させてみせましょうぞ。
42	1	/IZ00.MAP	だけど、ボク達が調べたところでは、この他にアローストーンっていう鉱石が必要らしいの。
42	1	/IZ00.MAP	このふたつがあれば、必ずや、今一度、イクシーズを空に浮かべてごらんにいれましょうぞ。
42	1	/ZM00.MAP	しかし、ですね、みなさんが救国の英雄であると知った今、前言は撤回させていただきます。
42	1	/IS00.MAP	む、誰だか知らないが、俺様をさしおいて、石像になるとは、ちょっと生意気なのだ～ゼ～！
42	1	/JG00.MAP	うん。そうだね。結局、ボク達の持っている特別な力は、敵を倒すための力でしかないんだ。
42	1	/AT10.MAP	禁断の書と呼ばれる本は、人が手をだしてはならない。死と隣り合わせの危険な賭けになる。
42	1	/KS00.MAP	［］あんがい、人々の知っていることの中に、ちょっとしたヒントがあるかも知れませんわ。
42	1	/KS00.MAP	でも、その前に、グラビティの人達の話を詳しく聞いてみれば、何かわかるかもしれないね。
42	1	/KS00.MAP	でも、その前に、グラビティの人達の話を詳しく聞いてみれば、何かわかるかもしれないな。
42	1	/GB00.MAP	ただ、伝承によれば、熱き死の砂をふみしめて行くべし、大いなる宝が眠りたる城に向けて。
42	1	/NT20.MAP	もっとも、ヤマタイとリグロードには、生き残るに値する優れた人々はいませんでしたがね。
42	1	/NT20.MAP	７人委員会への反対運動を行うレジスタンスに荷担するとは、軽率なことをしたものですな。
42	1	/NT20.MAP	わたくしがこのような汚らしい場所に入り込んだのも、全ては７人委員会の行動を探るため。
42	1	/MH00.MAP	知り合いの学者が、その空飛ぶ船に関する研究をしていて、その途中で試作したものなんだ。
42	1	/MH00.MAP	ゲテン城にある、大陸を一瞬のうちに移動する装置は、カオスゲートって呼ばれてたらしい。
42	1	/SK10.MAP	あとひとつで結界洞の封印解除に必要な物がそろって、ゲテン城に乗り込むことができるぜ。
42	1	/KM00.MAP	なんでも、その町には試練の迷宮とかいうものがあって、挑戦者を待ち受けているそうじゃ。
42	1	/KM00.MAP	本当かどうか知らないが、ホウショウ院とゴジョウ大橋が何者かによって破壊されたらしい。
42	1	/GM00.MAP	霊峰フジを貫く洞窟を越えて先に進むと、ヤマタイの海の玄関、港町ヒガタに行けますねん。
42	1	/GM00.MAP	なんでもウワサじゃ、星陵郭にいたカダールのヤツラをおっぱらった者がいてるとか・・・。
42	1	/GM00.MAP	道具は使い方次第、包丁かて人殺しの道具にもなれば、おいしい料理をつくることもできる。
42	1	/IG10.MAP	神聖魔法の【ホーリーキュア】か、アイテムの【アムリタ】を使って元にもどすしかねぇゼ！
42	1	/IG00.MAP	悪者をやっつけて、ヒマになったら、おいらにニンジュツを教えてくれるって約束覚えてる？
42	1	/IG00.MAP	ボクもいつか立派なシノビになって、ムサシ様やアスカ兄ちゃんみたいに、大活躍するのさ！
42	1	/WY02.MAP	相手に操られたり、弱くなったりするステータスの異常を回復してくれる【アムリタ】まで！
42	1	/WK00.MAP	ミュウ、カオスの力の影響を、これ以上こちらの世界に広めないよう、私達でやってみます。
42	1	/WR00.MAP	大地の叫びを占拠しておる敵の大将は、あの通り、幻で我らの攻撃を封じてしまうでござる。
42	1	/WR00.MAP	ミュウは、７人委員会との戦いの直前に影のようなものが離れていったことを全員に話した。
42	1	/WC00.MAP	俺達、風がそれぞれ違う方向に吹いてちゃ、鳥としても飛ぶのに苦労すると思うが、どうだ？
42	1	/WC00.MAP	この続きは、世界が平和になったら、また引っ張り出して、笑い話のネタにいたしましょう。
42	1	/WC00.MAP	あれこそがカオスの力を制御するための魔法装置であり、カオスの力の純粋結晶なのですわ！
42	1	/WAZAHELP.MSG	地面をへこませてダメージを与える攻撃です。ルースモーアの魔法と同様の効果があります。
42	1	/WAZAHELP.MSG	弾き飛ばす性質の攻撃を受けても、通常の1/2のダメージで踏みとどまることができます。
42	1	/WAZAHELP.MSG	重力を操って敵を押し潰し、1/4の確率で「重い」状態にして上空飛行ができなくします。
42	1	/WAZAHELP.MSG	敵集団内の飛行キャラを飛べなくしたり、仲間を飛ばされないように重くしてしまう術です。
42	1	/WAZAHELP.MSG	アダルトタッチで周囲の味方全員に大ダメージをあたえます。まず再起不能でしょう:-)。
41	1	/GT00.MAP	ここでは、【保護シールド】の魔法で、敵から受ける損害をできるだけ少なくしていこう！
41	1	/ZM01.MAP	あの、お荷物がいっぱいのようですよ。また今度になさってはいかがでしょう、ミュウ様？
41	1	/WR10.MAP	きっと、カダールとかいう連中が、リグロード大陸東西の通行を絶つために作ったんだよ！
41	1	/DG21.MAP	よろしい。では、実戦形式での試合を行う。危なくなったら、すぐに「退却」するのだぞ。
41	1	/DG21.MAP	そう簡単にいくかな？ドラグーン王国の竜騎士は無敗！我らの王国を汚すことなどできぬ！
41	2	/ES10.MAP	７人委員会は倒したハズですのに、モンスター達の凶暴化はおさまる気配がありませんわ！
41	1	/RT20.MAP	弟ファルコを捜し出し、空飛ぶ船を再建することこそ、もっとも近道になると存じまする。
41	1	/RT20.MAP	真に優秀な・・・選ばれし者のみが、・・・構築し・・・支配する世界を・・・作るのだ！
41	1	/RT20.MAP	弟ファルコを捜し出し、空飛ぶ船を再建することこそ、もっとも近道になるでござろうな。
41	1	/QH00.MAP	世界は滅びてしまうのでしょうか、まだクィーンズランドの復活を見ていないというのに！
41	1	/QH00.MAP	ああ、せめてラスティ王子が、王座を継いでいてくれれば、我々も心強いのですが・・・。
41	1	/QH00.MAP	なんだかんだ言っても、私達はラスティ王子を愛していますし、期待してもいるんですよ。
41	1	/QH00.MAP	ご成婚にさいしてこの泉の前でくちづけを交わしたことがその名前の由来となっています。
41	1	/ZM00.MAP	あんたが本当の王女なら、裏切り者でもなんでもいいから、この国を救ってほしいものだ。
41	1	/ZM00.MAP	クイーンズランドパレスは取り壊されてカダール軍によって塔がたてられているらしいよ。
41	1	/ZM00.MAP	↑俺達の文化を踏みにじる行為だ！許せん！！　　　　　　　　　　　　　（リューシャ）
41	1	/JG00.MAP	７人委員会ごときヘボまった連中は、この俺様がケチョンケチョンにしてやるのだ～ゼー！
41	1	/JG00.MAP	この上は必ず帰っていただいて、わたくしのお説教をぜがひでも聞いていただきますわよ！
41	1	/JG00.MAP	アスカが最初から強かったかどうかはともかくとして、みんな、無事で、良かった・・・。
41	1	/OT00.MAP	あなた達が今みたいにリグロードにいるときは、にゃはーんと東か西に向えばヤマタイに、
41	1	/AT10.MAP	その上、アローストーンの場所をグラビティの長老が知ってるってんなら、都合がいいぜ。
41	1	/AT00.MAP	７人委員会とは別に「アレクトリア大図書館」という独立した文化行政的機関があります。
41	1	/MP00.MAP	アレクトリア図書館の自治独立権も結局は７人委員会を御することができませんでしたわ。
41	1	/MP00.MAP	たしか、このカダールには、空飛ぶ船、イクシーズが眠っていると聞いたことがあります！
41	1	/GB00.MAP	ここは、忘れられた町、グラビティ。他の場所では失われた言い伝えを今に残しています。
41	1	/GB00.MAP	あんたらの冒険の成功を祈ってる人間が、世界の片隅にいるってことを、忘れないでくれ。
41	1	/GB00.MAP	「イクシーズ構造論」にも書いたが、イクシーズには２つの鉱石が重要な働きをしておる。
41	1	/IP00.MAP	この扉にはなにか仕掛けがしてあるみたいね。どれどれ、お姉さんに見せてごらん・・・。
41	1	/NT20.MAP	けど、俺は友達をかくまっただけで、７人委員会に反対する運動なんかしちゃいないんだ。
41	1	/HL10.MAP	ってゆーか、いらっしゃいませぇ、みたいな。どういったご要件でしょうか、みたいなぁ？
41	1	/MH00.MAP	正確な場所は分からないが、ここじゃないかってうわさのある島へ運んでやるが、どうだ？
41	1	/MH00.MAP	へ、へへ、へへへ。カ、カダールのヤツらなんかに、このヤマタイでデカい顔はさせねェ。
41	1	/MH00.MAP	あんた達に、もし、ちょっとでも親切心があるなら、アケミの話を聞いてやっておくれよ。
41	1	/KD00.MAP	そこにある柱の穴になにか特別な道具をはめ込めばこの結界が消えると思うんだが・・・。
41	1	/HS10.MAP	何だか分からんが、敵の大将が大切に持ってたものだ、どこかで役にたつかもしれねぇぜ。
41	1	/GM00.MAP	いやぁ、世界も平和になったことやし、シラナミも故郷に帰ってきたらよろしいのになぁ。
41	1	/GM00.MAP	ほいでも、シラナミが狙うのんは、悪どいことやって私腹を肥している商人達なんですわ。
41	1	/GM00.MAP	ではさっそく賭けをはじめるの？それとも、説明を聞くの？ねぇ、どっちにするのかしら？
41	1	/NJ10.MAP	我が主、ガルザード様は、このヤマタイのゲテン城を活動の拠点としておいでなのですよ。
41	1	/IG00.MAP	爺ちゃんに昔話で、根無し式神がイガの東にある洞窟に眠ってるって聞いたことがあるよ。
41	1	/WR00.MAP	古代魔法文明の魔導技術の粋を集めたイクシーズがこんなところに打ち捨てられて・・・。
41	1	/WR00.MAP	カダールによって傷つけられた人達はリグロードにも、ヤマタイにも、カダールにもいる。
41	1	/WC00.MAP	ガルザードも、７人委員会の野望も、誰かが打ち砕かなければいけない危険なものなんだ。
41	1	/WC00.MAP	だが、一人で支えられないことでも、誰かと一緒になら、支えられるんじゃないだろうか？
41	1	/WC00.MAP	ミュウが世界を支えるならば、君がミュウを支えてやればいいんじゃないかね、ラスティ？
41	1	/WC00.MAP	みんな、７人委員会の野望をつぶすため、世界に平和を取り戻すため、ボクに力を貸して！
41	1	/WC00.MAP	アンジュ様も、そろそろ図書館の仕事に本腰を入れて、お父様を安心させてはどうですか？
41	1	/WAZAHELP.MSG	上空時のみ使う事が出来ます。敵や味方を捕まえられます。３ターンで自動的に放します。
41	1	/WAZAHELP.MSG	３射程内の敵の攻撃に対して反撃を行います。受けるダメージは通常の1/2となります。
41	1	/WAZAHELP.MSG	宙に浮いた状態となり、移動能力が上がります。さらに、地系の攻撃を受けなくなります。
41	1	/ITEMHELP.MSG	伝説的な金属です。鉄よりもずっと固いにもかかわらず、鉄よりずっと軽いのが特徴です。
40	1	/CT20.MAP	我らは、カオスの作り出した無の世界より新たなる秩序を作り出そうとしているのだよ。
40	1	/CT20.MAP	だが、魔法球は壊さないほうがいいだろう。万が一にもカオスの力が解放されたら困る。
40	1	/CT10.MAP	飛んでるやつにつかんでもらって、滑っていくか、地形を変えて下りていくしかないかな
40	1	/IG01.MAP	うるさいわね！とっとと、ナズナ洞に帰りなさいよ！時々は、遊びに行ってあげるわよ！
40	1	/OT01.MAP	やだねぇ、そんなにしゃちほこばらなくてもいいじゃないか、別にとって食やしないよ。
40	1	/WR10.MAP	きっと、カダールとかいう連中が、リグロード大陸東西の通行を絶つために作ったんだ！
40	1	/DG21.MAP	我が名はガルザード。魔導王国カダールより、世界を我らの前に屈伏させるために来た。
40	2	/ES10.MAP	ヒバリが幸せに暮らせるような世界を取り戻すためにも、倒さなければならないでしね。
40	2	/WS10.MAP	そうか、ここのモンスター達は、７人委員会の仕業の影響を受けて凶暴化しているんだ！
40	1	/ES00.MAP	そういえば、弟も、いつかこの水晶柱の謎を解き明かしたいと申しておったでござるな。
40	1	/RT20.MAP	真に優秀な・・・選ばれし者のみが、世界を・・・支配し、・・・構築・・・するのだ！
40	1	/RT20.MAP	ホークアイの弟ファルコを捜し出せば、イクシーズを再建することも、夢じゃないんだ！
40	1	/RT20.MAP	ホークアイの弟ファルコを捜し出せば、イクシーズを再建することも、夢じゃないのね！
40	1	/RT20.MAP	ということは、この【ゲートキー】を使えば、カオスゲートを利用できるということか。
40	1	/QH00.MAP	以来、この泉の前でくちづけを交わした恋人達は、永遠に結ばれると信じられています。
40	1	/IZ00.MAP	姫様におかれましては、この「イクシーズ構造論」を、ご一読いただきたいのでござる。
40	1	/IZ00.MAP	どうやら、運命の神様とやらは、あたしにあんた達の運搬役をさせようって腹らしいね。
40	1	/ZM00.MAP	カダールのヤツらをリグロードから追い払えるのは、ミュウ様をおいて他にいませんや。
40	1	/KR00.MAP	急な逃亡にも、コルベツアー社をよろしく。　　　　　　　　　　　（コルベツアー社）
40	1	/KR00.MAP	なぁに、もうすぐ、ドラグーンのミュウ王女が、カダールの奴らを倒してくれますって。
40	1	/KR00.MAP	ああ、こうして目をとじるだけで、ミュウ王女の美しいお姿がまぶたに浮かびますとも。
40	1	/KR00.MAP	カダール軍の侵攻で、ドラグーンとクィーンズランドはまっさきに攻撃されたんだって。
40	1	/JG00.MAP	まだ、何か、暗い気持ちが胸に残っていますが・・・たぶん、私の思いすごしでしょう。
40	1	/OT00.MAP	大地の叫びの霧は、怪しい力を持つようだぜ。どうやっても出口が見つからないからな。
40	1	/OT00.MAP	災害で大切なことは、あわてないことです。　　　　　　　　　　　（オルトマ自治会）
40	1	/AT10.MAP	この天変地異の原因が、７人委員会のカカルクラン行きと関係しているとすると・・・。
40	1	/AT00.MAP	我々の属するこの世界において、物理的な影響力を行使する、ということに他ならない。
40	1	/AT00.MAP	自ら扱えないほどの力を求めるべきでない。カオスの力は、それ自体、強い魔力を持つ。
40	1	/GB00.MAP	長老の持つカギは、このカダールのどこかにある、建て物の扉を開くためのカギだとか。
40	1	/GB00.MAP	７人委員会は、あたし達の聖なる場所、海底神殿から神宝ガルマンオーブを盗んだのよ！
40	1	/GB00.MAP	アレクトリア大図書館の地下通路には、マラカイトが隠されていると聞いたことがある。
40	1	/NT20.MAP	アレクトリア大図書館館長の娘であるこのわたくしにも、明かしてはいただけませんの？
40	1	/HL10.MAP	相手を弾き飛ばす技を、使ってくる敵がいるところではガケに近寄らない方がいいわよ。
40	1	/HL10.MAP	落っこちそうなときの足場に使えるでしょ。あと、敵を足止めするのにもつかえるわね。
40	1	/CK00.MAP	毒の霧が発生するような場所でしかとれない貴重な原料をとってきてくれて大助かりさ。
40	1	/CK00.MAP	へぇ、この村一番の腕か・・・。もし仲間になってくれたら、頼もしいんだがな・・・。
40	1	/MH00.MAP	てことは、アレだな、変身するたんびにスッポンポンってワケか・・・いひひひひひひ。
40	1	/KD00.MAP	このいまいましい結界のおかげで裏ヤマタイにあるカダールの本拠地に近づけないんだ。
40	1	/HY00.MAP	沢山の敵を一度に相手にするのは危険だ。できるだけ固まって１体づつ撃破していこう！
40	1	/KM00.MAP	おおっと。お荷物がいっぱいのようでやんす。荷物の整理をなさってからおいで下せぇ。
40	1	/KM00.MAP	人間でも、式神でも、生きているものはみんな、大切な何かを持っているもの、なのね。
40	1	/GM00.MAP	最近、地震が多いよってこんなんやったら、ゴジョウ大橋も、再建どころと違いますわ。
40	1	/GM00.MAP	イガの東にある関所を通れば、カムイコタンやホウライ山へ行くことができますねんで。
40	1	/GM00.MAP	まったく、カダールの奴らには腹が立つわ。誰か、アイツらをやっつけてくれへんかね。
40	1	/GM00.MAP	なんでも、カダールに対して反抗してる連中が力をつけるのは、気に入らんのですって。
40	1	/GM00.MAP	そやから、道具を使う時は注意せなあかん。人を幸せにするために道具は使わなあかん。
40	1	/GM00.MAP	シラナミは、悪いことやって金もうけしてるヤツから盗んで貧しい人達にあげてるんや！
40	1	/GM00.MAP	やっぱり英雄は英雄のことを知るねんなァ。リグロードの竜騎士もええとこあるやんか。
40	1	/GM00.MAP	これだけ大きな町だから、きっと、ボク達の仲間になってくれる人がいるに違いないね！
40	1	/NJ10.MAP	今回みたいなことがまたあれば、あっし達がお頭の足手まといになるってことでやすね？
40	1	/IG10.MAP	この水色のシノビ服を着た敵は【くぐつ】という技で、ステータス異常をひきおこすゼ！
40	1	/IG00.MAP	カムイコタンの族長は、そういう大自然の神々の力で、熊と鷹に変身できるんですって！
40	1	/IG00.MAP	いつまでもフラフラしておらずにいいかげん身を固めてお母上を安心させてあげなされ。
40	1	/IG00.MAP	ヤツらがやってくる前は、霊峰フジの結界洞を自由に通り抜けることができたのじゃが。
40	1	/WR00.MAP	カギがかかってるってことは、どこかにそのカギを持ってるヤツがいるってことだろう？
40	1	/WC00.MAP	御心配に及びませんわ。ポポロンのそばまでわたくしもご一緒させていただきますもの。
40	1	/WC00.MAP	アレクトリア大図書館武闘司書として、７人委員会の暴走を許すわけにはいきませんわ！
40	1	/WC00.MAP	思うに、館長はポポロンの粛正の話を知っていて、気に病んでいたのではないだろうか？
40	1	/WY00.MAP	だが、陽動にしろ救出にしろ、戦力を分断するんだ、人選を間違うと全滅しかねないぜ。
40	1	/ITEMHELP.MSG	身につけると、戦闘中に眠らされる、敵に操られる、混乱状態になることがありません。
40	1	/ITEMHELP.MSG	霊的な力で身を守り知性を高めるはたらきをもちます。女性の方のみご使用になれます。
40	1	/ITEMHELP.MSG	女性のみりょくを強調した女性専用のドレス。敵でさえも攻撃の手をゆるめるでしょう。
40	1	/KEYHELP.MAT	пi方向）　　　　　　　　　　　　　　　［１／５］　コマンドの選択を行ないます。
39	1	/GT00.MAP	ナズナとアスカが力を合わせれば、ガルザードなんか簡単にやっつけちゃうの、なの！
39	1	/TM00.MAP	しかも、長い間訪れる者とてなかですけん、ちょっち、口調が変でっしゃろぞなもし。
39	1	/TM00.MAP	なお、この迷宮内でのできごとに当方は一切の責任をもちませんのでご注意ください。
39	1	/BL00.MAP	売れるものなんか持ってないじゃないか。年寄りじゃと思って馬鹿にしおって・・・。
39	1	/CT20.MAP	万が一にも、魔法球の秘めたるカオスの力が解放されるようなことがあってはならぬ。
39	1	/CT20.MAP	坂道があるのだ～ゼー！俺様は心配ないがみんなは各個撃破に気をつけるのだ～ゼー！
39	1	/CT00.MAP	女義賊シラナミの名にかけてあたし達がうけた借りを何倍にもして返してあげるわよ。
39	1	/QH01.MAP	でも、そういう弱さを安心してさらけ出すことができるのは、キミが相手だからだよ。
39	1	/QH01.MAP	僕の心は深く傷ついちゃってるからいくら謝ってもらったってダメだよ。でも・・・。
39	1	/OT02.MAP	ガルマンオーブを取ってしまえば、イクシーズは、もう動かないんだよね、ファルコ？
39	1	/OT01.MAP	まさか、また、ヤマタイからゲンユウサイが攻めてきたとかいうんじゃないだろうな。
39	1	/RS01.MAP	なんだい、なんだい、ケガをしても、助けてあげないからね！ミュウの、怒りんぼ～！
39	1	/WS00.MAP	なんか、ザコがチョロチョロしてんなぁ。こんなの相手じゃ、準備にもなりゃしねぇ。
39	1	/RT20.MAP	しかし、７人委員会と名乗る連中によって、幽玄の森の結界は解かれてしまいました。
39	1	/RT20.MAP	ホークアイの弟ファルコを捜し出せば、イクシーズを再建することも、夢じゃないね！
39	1	/RT20.MAP	ホークアイの弟ファルコを捜し出せば、イクシーズを再建することも、夢じゃねえゼ！
39	1	/RT20.MAP	こっちの【ゲートキー】は、ガルザードが持っていたものと同じものみたい、なのね。
39	1	/RT20.MAP	こっちの【ゲートキー】は、ガルザードが持っていたものと同じもののようだ～ゼー！
39	1	/RT20.MAP	ということは、この【ゲートキー】を使えば、カオスゲートを利用できるのだ～ゼー！
39	1	/ZM00.MAP	ぐっとあおるだけで、後はなにも憶えちゃいないが、なぁに、気にするこたあないよ。
39	1	/IS10.MAP	して、姫におかれましては、何ゆえ、そのような名前を御存知なのでござりまするか？
39	1	/IS00.MAP	彼は、宝の番人としての役割のためだけに長い年月をここで暮らしたのでござったな。
39	1	/KR00.MAP	幽玄の森に封じられていた次元の扉をとおって、カカルクランに向ったと聞いてるよ。
39	1	/KR00.MAP	コルベツアー社では、さっそく、英雄達の足跡を訪ねるツアーを計画中らしいですよ。
39	1	/JG00.MAP	７人委員会が、次元の扉を開いたために、カオスの力が、カカルクランから流れ込み、
39	1	/JG00.MAP	ナズナは人形じゃないの、なの！アスカが望むなら、人間にだってなっちゃうのなの！
39	1	/JG00.MAP	いいよ。あたし達の間に、決着がつくまで、アスカを追いかけ回すから。ね、ナズナ。
39	1	/OT00.MAP	あっしは、ディアーネ船長からミュウ王女様達の世話をよろしくって言われてるんで。
39	1	/AT20.MAP	この色、この反射、この質量と感触！！まったくイクシーズで見たのと同じでしてよ！
39	1	/AT00.MAP	ヤマタイのゲテン城で、ガルザードが動作させた不思議な仕掛けに巻き込まれました。
39	1	/AT00.MAP	だが、アーヤの言葉の後半は、ゴボゴボという音になって、のどの奥にひっかかった。
39	1	/AT00.MAP	私によって流された血はあまりにも多く、この世界に生きていることなど許されない。
39	1	/MP00.MAP	敵の中には、とんでもない防御力を誇るが、魔法にはてんで弱いのもいるって話だよ。
39	1	/MP00.MAP	これからは、平和な国を作っていかなきゃ、ぎせいになった人達に申し訳ないわよね。
39	1	/KS00.MAP	こういう時は、近くの村か町で、昔話に詳しい老人から話を聞けばよろしいのですわ。
39	1	/KS00.MAP	その前に、グラビティの人達の話を詳しく聞いてみれば、何かわかるかもしれねぇな。
39	1	/KS00.MAP	もう一度、グラビティの人達の話を詳しく聞いてみれば、何かわかるかもしれねぇな。
39	1	/GB00.MAP	死の砂漠の先にあるイシスのピラミッドには、ものすごい宝が眠ってるってハナシだ。
39	1	/GB00.MAP	しかし、７人委員会によって聖なる神殿は暴かれ、元々の魔法球は奪われてしまった。
